VC:2f90039 BD:Jan 22 2014 SN:LGR-14-0077
                     Time,        H2O_ppm,     H2O_ppm_sd,        O18_del,     O18_del_sd,          D_del,       D_del_sd,        O17_del,     O17_del_sd,         O18O16,      O18O16_sd,         O17O16,      O17O16_sd,             DH,          DH_sd,      GasP_torr,   GasP_torr_sd,         GasT_C,      GasT_C_sd,         RD0_us,      RD0_us_sd,         RD1_us,      RD1_us_sd,            Gnd,         Gnd_sd,         LTC0_v,      LTC0_v_sd,         LTC1_v,      LTC1_v_sd,            R1a,         R1a_sd,            R1b,         R1b_sd,             R2,          R2_sd,             R3,          R3_sd,             R4,          R4_sd,            R2C,         R2C_sd,            R4C,         R4C_sd,            R3C,         R3C_sd,           BL0T,        BL0T_sd,           BL1T,        BL1T_sd,           BL2F,        BL2F_sd,           BL3F,        BL3F_sd,     H2O18_8_CT,  H2O18_8_CT_sd,     H2O18_8_AT,  H2O18_8_AT_sd,     H2O18_8_DF,  H2O18_8_DF_sd,     H2O18_8_PT,  H2O18_8_PT_sd,     H2Oa_10_CT,  H2Oa_10_CT_sd,     H2Oa_10_AT,  H2Oa_10_AT_sd,     H2Oa_10_DF,  H2Oa_10_DF_sd,     H2Oa_10_PT,  H2Oa_10_PT_sd,      HOD_11_CT,   HOD_11_CT_sd,      HOD_11_AT,   HOD_11_AT_sd,      HOD_11_DF,   HOD_11_DF_sd,      HOD_11_PF,   HOD_11_PF_sd,         BL0T_B,      BL0T_B_sd,         BL1T_B,      BL1T_B_sd,         BL2F_B,      BL2F_B_sd,         BL3F_B,      BL3F_B_sd,   H2Ob_10_CT_B,H2Ob_10_CT_B_sd,   H2Ob_10_AT_B,H2Ob_10_AT_B_sd,   H2Ob_10_DF_B,H2Ob_10_DF_B_sd,   H2Ob_10_PT_B,H2Ob_10_PT_B_sd,  H2O17_14_CT_B,H2O17_14_CT_B_sd,  H2O17_14_AT_B,H2O17_14_AT_B_sd,  H2O17_14_DF_B,H2O17_14_DF_B_sd,  H2O17_14_PT_B,H2O17_14_PT_B_sd,       Fit_Flag,   N_Fits_Avg'd,      MIU_VALVE,       MIU_DESC,  WVISS_VOLTAGE,     WVISS_DESC
  11/26/2018 11:23:12.355,    7.38230e+03,    1.49918e+01,   -2.43627e+01,    1.67255e+00,   -1.69425e+02,    2.89449e+00,   -1.12696e+01,    7.45828e-01,    1.95635e-03,    3.35381e-06,    3.75619e-04,    2.83340e-07,    1.29362e-04,    4.50817e-07,    4.01439e+01,    2.36168e-04,    4.65946e+01,    5.52269e-05,    6.12838e+00,    1.19546e-03,    5.88927e+00,    9.67066e-04,    2.15437e-01,    4.48426e-05,   -2.40471e+00,    0.00000e+00,   -2.11237e+00,    0.00000e+00,    7.36328e+03,    1.49736e+01,    7.21795e+03,    1.26453e+01,    1.44516e+01,    2.38286e-02,    2.71061e+00,    4.11216e-03,    1.89662e+00,    7.05488e-03,    1.44051e+01,    2.38299e-02,    1.90530e+00,    7.08048e-03,    2.71119e+00,    4.12987e-03,    1.85421e+00,    1.01898e-04,    1.52234e-04,    2.31220e-07,   -5.09555e-06,    8.92851e-22,    0.00000e+00,    0.00000e+00,   -5.28373e+00,    2.66176e-04,    1.82500e-01,    2.98411e-04,    3.08950e-01,    2.66812e-08,    3.61075e+00,    7.51694e-03,   -4.65085e-02,    2.54721e-04,    1.24738e-01,    2.60549e-04,    3.25695e-01,    2.81273e-08,    4.05984e+00,    1.24275e-02,    5.05785e+00,    9.53303e-04,    1.34024e-02,    4.85133e-05,    3.16968e-01,    2.73737e-08,    1.82239e+00,    5.57847e-03,    2.22945e+00,    1.26003e-04,    2.32933e-04,    2.50266e-07,    3.21880e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.48609e+00,    7.50527e-04,    1.14454e-01,    2.15315e-04,    3.23634e-01,    2.79494e-08,    3.78482e+00,    9.89440e-03,    7.24729e+00,    6.77025e-04,    8.07989e-02,    1.31272e-04,    3.14981e-01,    2.72020e-08,    3.72993e+00,    7.67612e-03,              3,             10,             12,    4th miu ref,              0,           REF0
  11/26/2018 11:23:22.390,    7.34820e+03,    2.01290e+01,   -2.43402e+01,    1.71524e+00,   -1.69298e+02,    3.77857e+00,   -1.07728e+01,    1.57213e+00,    1.95639e-03,    3.43941e-06,    3.75807e-04,    5.97252e-07,    1.29382e-04,    5.88512e-07,    4.01440e+01,    2.77215e-04,    4.65945e+01,    1.05266e-04,    6.12817e+00,    2.15443e-03,    5.88898e+00,    1.07470e-03,    2.15451e-01,    8.13561e-05,   -2.40471e+00,    0.00000e+00,   -2.11237e+00,    0.00000e+00,    7.32927e+03,    2.01022e+01,    7.18487e+03,    9.46450e+00,    1.43854e+01,    2.24182e-02,    2.69959e+00,    5.46099e-03,    1.88812e+00,    1.21814e-02,    1.43389e+01,    2.24869e-02,    1.89680e+00,    1.22191e-02,    2.70013e+00,    5.47100e-03,    1.85426e+00,    1.38355e-04,    1.52261e-04,    2.49333e-07,   -5.09555e-06,    8.92851e-22,    0.00000e+00,    0.00000e+00,   -5.28321e+00,    4.29185e-04,    1.81659e-01,    2.51862e-04,    3.08950e-01,    5.08564e-08,    3.60826e+00,    6.06784e-03,   -4.58574e-02,    4.94451e-04,    1.24157e-01,    3.22947e-04,    3.25695e-01,    5.36128e-08,    4.05552e+00,    1.37703e-02,    5.05777e+00,    7.78316e-04,    1.33419e-02,    8.44622e-05,    3.16968e-01,    5.21763e-08,    1.82045e+00,    6.18122e-03,    2.22946e+00,    1.55229e-04,    2.32841e-04,    2.98712e-07,    3.21880e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.48663e+00,    4.91411e-04,    1.13924e-01,    1.49308e-04,    3.23634e-01,    5.32735e-08,    3.78094e+00,    5.89261e-03,    7.24775e+00,    5.32375e-04,    8.04668e-02,    1.54575e-04,    3.14981e-01,    5.18491e-08,    3.73209e+00,    1.67697e-02,              3,             10,              2,        2nd unk,              0,           REF0
  11/26/2018 11:23:32.425,    7.33309e+03,    1.17930e+01,   -2.51113e+01,    1.08883e+00,   -1.69988e+02,    2.74739e+00,   -1.16681e+01,    9.50933e-01,    1.95485e-03,    2.18332e-06,    3.75467e-04,    3.61259e-07,    1.29274e-04,    4.27907e-07,    4.01432e+01,    2.35304e-04,    4.65946e+01,    1.93112e-04,    6.12866e+00,    1.16862e-03,    5.88969e+00,    1.21604e-03,    2.15421e-01,    4.02462e-05,   -2.40471e+00,    0.00000e+00,   -2.11237e+00,    0.00000e+00,    7.31421e+03,    1.17760e+01,    7.16613e+03,    6.02204e+00,    1.43447e+01,    1.60167e-02,    2.69014e+00,    3.61301e-03,    1.88265e+00,    7.28167e-03,    1.42981e+01,    1.60385e-02,    1.89132e+00,    7.30837e-03,    2.69065e+00,    3.62025e-03,    1.85418e+00,    8.48430e-05,    1.52404e-04,    1.75088e-07,   -5.09555e-06,    8.92851e-22,    0.00000e+00,    0.00000e+00,   -5.28355e+00,    2.75310e-04,    1.81155e-01,    1.97250e-04,    3.08950e-01,    9.32966e-08,    3.60850e+00,    6.87136e-03,   -4.62731e-02,    2.33036e-04,    1.23910e-01,    2.06304e-04,    3.25695e-01,    9.83532e-08,    4.06411e+00,    1.04630e-02,    5.05734e+00,    1.02081e-03,    1.33040e-02,    5.04693e-05,    3.16968e-01,    9.57179e-08,    1.82431e+00,    4.69667e-03,    2.22946e+00,    1.89740e-04,    2.32872e-04,    3.68954e-07,    3.21880e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.48633e+00,    3.71623e-04,    1.13638e-01,    9.18050e-05,    3.23634e-01,    9.77308e-08,    3.78679e+00,    6.07880e-03,    7.24762e+00,    3.60586e-04,    8.01931e-02,    1.04437e-04,    3.14981e-01,    9.51177e-08,    3.72836e+00,    8.64563e-03,              3,             10,              6,        6th unk,              0,           REF0
  11/26/2018 11:23:42.460,    7.32120e+03,    8.59579e+00,   -2.50095e+01,    1.51428e+00,   -1.69287e+02,    4.17988e+00,   -1.05846e+01,    1.25018e+00,    1.95505e-03,    3.03644e-06,    3.75879e-04,    4.74942e-07,    1.29384e-04,    6.51017e-07,    4.01436e+01,    2.01883e-04,    4.65948e+01,    2.04633e-04,    6.12840e+00,    9.26115e-04,    5.88926e+00,    1.39072e-03,    2.15411e-01,    3.65433e-05,   -2.40471e+00,    0.00000e+00,   -2.11237e+00,    0.00000e+00,    7.30234e+03,    8.59216e+00,    7.15614e+03,    8.24967e+00,    1.43230e+01,    1.11119e-02,    2.68935e+00,    3.03380e-03,    1.88118e+00,    1.05317e-02,    1.42764e+01,    1.10580e-02,    1.88985e+00,    1.05751e-02,    2.68984e+00,    3.03932e-03,    1.85433e+00,    9.88569e-05,    1.52260e-04,    1.76354e-07,   -5.09555e-06,    8.92851e-22,    0.00000e+00,    0.00000e+00,   -5.28362e+00,    4.42386e-04,    1.80876e-01,    1.36794e-04,    3.08950e-01,    9.88622e-08,    3.60736e+00,    6.11536e-03,   -4.62087e-02,    4.67130e-04,    1.23705e-01,    1.56431e-04,    3.25695e-01,    1.04220e-07,    4.06178e+00,    1.26585e-02,    5.05751e+00,    8.74571e-04,    1.32932e-02,    7.43405e-05,    3.16968e-01,    1.01428e-07,    1.82326e+00,    5.68218e-03,    2.22955e+00,    1.87537e-04,    2.32760e-04,    4.33551e-07,    3.21880e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.48696e+00,    3.69576e-04,    1.13473e-01,    1.27607e-04,    3.23634e-01,    1.03561e-07,    3.78299e+00,    9.88110e-03,    7.24812e+00,    2.64737e-04,    8.01645e-02,    9.44033e-05,    3.14981e-01,    1.00792e-07,    3.73459e+00,    7.93568e-03,              3,             10,              1,        1st unk,              0,           REF0
  11/26/2018 11:23:52.495,    7.32485e+03,    1.63014e+01,   -2.52145e+01,    2.19578e+00,   -1.68969e+02,    1.74778e+00,   -1.08240e+01,    1.24280e+00,    1.95464e-03,    4.40297e-06,    3.75788e-04,    4.72139e-07,    1.29433e-04,    2.72216e-07,    4.01432e+01,    1.76537e-04,    4.65943e+01,    1.22212e-04,    6.12865e+00,    1.62950e-03,    5.88944e+00,    1.27893e-03,    2.15374e-01,    4.47448e-05,   -2.40471e+00,    0.00000e+00,   -2.11237e+00,    0.00000e+00,    7.30599e+03,    1.62927e+01,    7.16107e+03,    5.77553e+00,    1.43271e+01,    1.42733e-02,    2.69055e+00,    3.91275e-03,    1.88284e+00,    6.55894e-03,    1.42805e+01,    1.42551e-02,    1.89152e+00,    6.57461e-03,    2.69105e+00,    3.91802e-03,    1.85415e+00,    1.21525e-04,    1.52429e-04,    2.36865e-07,   -5.09555e-06,    8.92851e-22,    0.00000e+00,    0.00000e+00,   -5.28390e+00,    4.03948e-04,    1.80933e-01,    1.41762e-04,    3.08950e-01,    5.90430e-08,    3.60570e+00,    5.83633e-03,   -4.66201e-02,    4.01236e-04,    1.23771e-01,    2.77860e-04,    3.25695e-01,    6.22431e-08,    4.06350e+00,    1.87178e-02,    5.05740e+00,    7.09622e-04,    1.33053e-02,    4.57529e-05,    3.16968e-01,    6.05753e-08,    1.82403e+00,    8.40206e-03,    2.22944e+00,    1.55848e-04,    2.32936e-04,    3.48296e-07,    3.21880e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.48645e+00,    1.03774e-03,    1.13553e-01,    9.27952e-05,    3.23634e-01,    6.18492e-08,    3.78468e+00,    5.18923e-03,    7.24762e+00,    1.02795e-03,    8.02019e-02,    1.14416e-04,    3.14981e-01,    6.01955e-08,    3.73496e+00,    1.28018e-02,              3,             10,              4,        4th unk,              0,           REF0
  11/26/2018 11:24:02.531,    7.34182e+03,    1.16937e+01,   -2.48053e+01,    1.41860e+00,   -1.69650e+02,    3.76037e+00,   -1.11826e+01,    1.65024e+00,    1.95546e-03,    2.84459e-06,    3.75652e-04,    6.26928e-07,    1.29327e-04,    5.85677e-07,    4.01438e+01,    3.14803e-04,    4.65943e+01,    1.59588e-04,    6.12860e+00,    1.71630e-03,    5.88896e+00,    9.55508e-04,    2.15412e-01,    4.70188e-05,   -2.40471e+00,    0.00000e+00,   -2.11237e+00,    0.00000e+00,    7.32291e+03,    1.16820e+01,    7.17665e+03,    7.15086e+00,    1.43662e+01,    1.58600e-02,    2.69540e+00,    5.12374e-03,    1.88567e+00,    9.54592e-03,    1.43196e+01,    1.58562e-02,    1.89435e+00,    9.58372e-03,    2.69592e+00,    5.13003e-03,    1.85429e+00,    8.96592e-05,    1.52197e-04,    2.01078e-07,   -5.09555e-06,    8.92851e-22,    0.00000e+00,    0.00000e+00,   -5.28402e+00,    2.55223e-04,    1.81428e-01,    1.78180e-04,    3.08950e-01,    7.71002e-08,    3.60796e+00,    7.26595e-03,   -4.66577e-02,    2.83616e-04,    1.24058e-01,    1.72811e-04,    3.25695e-01,    8.12789e-08,    4.06544e+00,    1.06216e-02,    5.05714e+00,    9.35545e-04,    1.33254e-02,    6.67283e-05,    3.16968e-01,    7.91011e-08,    1.82490e+00,    4.76785e-03,    2.22953e+00,    1.68463e-04,    2.32798e-04,    3.76756e-07,    3.21880e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.48637e+00,    3.07519e-04,    1.13793e-01,    1.15488e-04,    3.23634e-01,    8.07646e-08,    3.78522e+00,    6.72516e-03,    7.24765e+00,    3.61385e-04,    8.03412e-02,    1.47399e-04,    3.14981e-01,    7.86051e-08,    3.72969e+00,    1.26088e-02,              3,             10,              8,        8th unk,              0,           REF0
  11/26/2018 11:24:12.566,    7.36395e+03,    1.11414e+01,   -2.47206e+01,    1.68377e+00,   -1.68659e+02,    2.39580e+00,   -1.07369e+01,    1.69435e+00,    1.95563e-03,    3.37629e-06,    3.75821e-04,    6.43685e-07,    1.29481e-04,    3.73146e-07,    4.01441e+01,    3.26709e-04,    4.65942e+01,    2.28972e-04,    6.12812e+00,    1.13922e-03,    5.88961e+00,    7.94717e-04,    2.15429e-01,    4.50042e-05,   -2.40471e+00,    0.00000e+00,   -2.11237e+00,    0.00000e+00,    7.34498e+03,    1.11361e+01,    7.19982e+03,    5.26415e+00,    1.44105e+01,    1.63015e-02,    2.70528e+00,    4.71584e-03,    1.89364e+00,    6.79493e-03,    1.43640e+01,    1.62659e-02,    1.90232e+00,    6.81800e-03,    2.70584e+00,    4.71880e-03,    1.85411e+00,    1.37930e-04,    1.52336e-04,    1.97550e-07,   -5.09555e-06,    8.92851e-22,    0.00000e+00,    0.00000e+00,   -5.28388e+00,    3.20159e-04,    1.81975e-01,    2.19353e-04,    3.08950e-01,    1.10621e-07,    3.60916e+00,    4.92080e-03,   -4.65851e-02,    4.65964e-04,    1.24423e-01,    1.84244e-04,    3.25695e-01,    1.16617e-07,    4.05939e+00,    1.20604e-02,    5.05642e+00,    9.64884e-04,    1.33807e-02,    4.67252e-05,    3.16968e-01,    1.13492e-07,    1.82218e+00,    5.41368e-03,    2.22939e+00,    1.66408e-04,    2.32986e-04,    3.35044e-07,    3.21880e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.48668e+00,    2.66735e-04,    1.14173e-01,    8.92060e-05,    3.23634e-01,    1.15879e-07,    3.78451e+00,    4.93231e-03,    7.24804e+00,    2.40998e-04,    8.06454e-02,    1.37156e-04,    3.14981e-01,    1.12780e-07,    3.73575e+00,    1.33295e-02,              3,             10,             16,    8th miu ref,              0,           REF0
  11/26/2018 11:24:22.601,    7.38431e+03,    1.15943e+01,   -2.54071e+01,    1.52345e+00,   -1.70003e+02,    3.08230e+00,   -1.12671e+01,    1.13900e+00,    1.95425e-03,    3.05482e-06,    3.75620e-04,    4.32707e-07,    1.29272e-04,    4.80068e-07,    4.01433e+01,    2.20034e-04,    4.65941e+01,    1.37587e-04,    6.12795e+00,    1.10905e-03,    5.88927e+00,    8.99953e-04,    2.15438e-01,    2.96228e-05,   -2.40471e+00,    0.00000e+00,   -2.11237e+00,    0.00000e+00,    7.36530e+03,    1.15923e+01,    7.21656e+03,    7.75968e+00,    1.44400e+01,    1.11558e-02,    2.71010e+00,    3.35649e-03,    1.89582e+00,    5.49095e-03,    1.43936e+01,    1.11468e-02,    1.90450e+00,    5.52044e-03,    2.71068e+00,    3.36308e-03,    1.85420e+00,    1.70693e-04,    1.52298e-04,    3.04242e-07,   -5.09555e-06,    8.92851e-22,    0.00000e+00,    0.00000e+00,   -5.28390e+00,    3.46257e-04,    1.82339e-01,    1.52205e-04,    3.08950e-01,    6.64711e-08,    3.60687e+00,    5.94193e-03,   -4.66852e-02,    4.85553e-04,    1.24762e-01,    2.10420e-04,    3.25695e-01,    7.00738e-08,    4.06621e+00,    1.55534e-02,    5.05705e+00,    9.19999e-04,    1.33956e-02,    3.75064e-05,    3.16968e-01,    6.81962e-08,    1.82525e+00,    6.98162e-03,    2.22945e+00,    1.43874e-04,    2.32853e-04,    3.06237e-07,    3.21880e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.48680e+00,    3.61599e-04,    1.14430e-01,    1.24674e-04,    3.23634e-01,    6.96304e-08,    3.78589e+00,    7.63829e-03,    7.24803e+00,    3.32406e-04,    8.07827e-02,    1.01092e-04,    3.14981e-01,    6.77686e-08,    3.73274e+00,    9.36045e-03,              3,             10,              4,        4th unk,              0,           REF0
  11/26/2018 11:24:32.636,    7.37989e+03,    1.29148e+01,   -2.45265e+01,    1.39405e+00,   -1.69640e+02,    2.87639e+00,   -1.05973e+01,    9.03956e-01,    1.95602e-03,    2.79534e-06,    3.75874e-04,    3.43413e-07,    1.29329e-04,    4.47997e-07,    4.01436e+01,    1.94501e-04,    4.65940e+01,    1.03132e-04,    6.12815e+00,    1.88665e-03,    5.88940e+00,    1.19467e-03,    2.15466e-01,    4.91352e-05,   -2.40471e+00,    0.00000e+00,   -2.11237e+00,    0.00000e+00,    7.36087e+03,    1.29029e+01,    7.21977e+03,    5.41214e+00,    1.44444e+01,    1.28779e-02,    2.71313e+00,    2.77142e-03,    1.89551e+00,    7.45853e-03,    1.43980e+01,    1.29034e-02,    1.90419e+00,    7.48540e-03,    2.71372e+00,    2.77604e-03,    1.85404e+00,    1.70699e-04,    1.52303e-04,    2.41378e-07,   -5.09555e-06,    8.92851e-22,    0.00000e+00,    0.00000e+00,   -5.28409e+00,    1.67733e-04,    1.82402e-01,    1.15566e-04,    3.08950e-01,    4.98251e-08,    3.60924e+00,    5.90495e-03,   -4.67482e-02,    1.98306e-04,    1.24691e-01,    1.95402e-04,    3.25695e-01,    5.25255e-08,    4.05856e+00,    1.40044e-02,    5.05752e+00,    7.65045e-04,    1.33939e-02,    5.18070e-05,    3.16968e-01,    5.11182e-08,    1.82181e+00,    6.28633e-03,    2.22947e+00,    1.53595e-04,    2.32836e-04,    3.71675e-07,    3.21880e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.48656e+00,    3.91699e-04,    1.14484e-01,    7.59242e-05,    3.23634e-01,    5.21932e-08,    3.78802e+00,    6.05785e-03,    7.24783e+00,    3.94813e-04,    8.08754e-02,    7.32241e-05,    3.14981e-01,    5.07976e-08,    3.73786e+00,    1.14627e-02,              3,             10,              7,        7th unk,              0,           REF0
  11/26/2018 11:24:42.671,    7.37412e+03,    1.34410e+01,   -2.54406e+01,    1.37120e+00,   -1.68023e+02,    2.77560e+00,   -1.16353e+01,    1.10938e+00,    1.95419e-03,    2.74953e-06,    3.75480e-04,    4.21452e-07,    1.29580e-04,    4.32299e-07,    4.01431e+01,    1.43510e-04,    4.65941e+01,    1.12600e-04,    6.12761e+00,    1.55430e-03,    5.89040e+00,    1.50190e-03,    2.15472e-01,    5.03569e-05,   -2.40471e+00,    0.00000e+00,   -2.11237e+00,    0.00000e+00,    7.35514e+03,    1.34266e+01,    7.20197e+03,    6.21251e+00,    1.44197e+01,    1.84280e-02,    2.70363e+00,    4.01202e-03,    1.89771e+00,    6.61758e-03,    1.43733e+01,    1.84452e-02,    1.90641e+00,    6.64249e-03,    2.70419e+00,    4.01898e-03,    1.85410e+00,    1.91293e-04,    1.52314e-04,    2.35482e-07,   -5.09555e-06,    8.92851e-22,    0.00000e+00,    0.00000e+00,   -5.28408e+00,    3.62215e-04,    1.82072e-01,    2.10266e-04,    3.08950e-01,    5.43992e-08,    3.60891e+00,    6.73343e-03,   -4.66839e-02,    4.63937e-04,    1.24582e-01,    2.18169e-04,    3.25695e-01,    5.73476e-08,    4.06653e+00,    1.39869e-02,    5.05711e+00,    1.15996e-03,    1.34081e-02,    4.55066e-05,    3.16968e-01,    5.58110e-08,    1.82539e+00,    6.27847e-03,    2.22942e+00,    1.60820e-04,    2.32915e-04,    3.66422e-07,    3.21880e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.48708e+00,    5.66948e-04,    1.14220e-01,    1.02718e-04,    3.23634e-01,    5.69847e-08,    3.78223e+00,    6.89707e-03,    7.24825e+00,    3.87123e-04,    8.06050e-02,    1.17338e-04,    3.14981e-01,    5.54611e-08,    3.72440e+00,    1.02912e-02,              3,             10,              2,        2nd unk,              0,           REF0
  11/26/2018 11:24:52.707,    7.34805e+03,    1.30319e+01,   -2.50593e+01,    1.45158e+00,   -1.69756e+02,    3.46901e+00,   -1.14679e+01,    9.99021e-01,    1.95495e-03,    2.91070e-06,    3.75543e-04,    3.79528e-07,    1.29311e-04,    5.40298e-07,    4.01435e+01,    3.13921e-04,    4.65942e+01,    2.14055e-04,    6.12786e+00,    1.77650e-03,    5.88962e+00,    9.83056e-04,    2.15440e-01,    3.99567e-05,   -2.40471e+00,    0.00000e+00,   -2.11237e+00,    0.00000e+00,    7.32913e+03,    1.30061e+01,    7.17731e+03,    1.27832e+01,    1.43746e+01,    2.53162e-02,    2.69487e+00,    4.90184e-03,    1.88704e+00,    9.61184e-03,    1.43281e+01,    2.53082e-02,    1.89572e+00,    9.64664e-03,    2.69539e+00,    4.91932e-03,    1.85417e+00,    1.49616e-04,    1.52320e-04,    2.31103e-07,   -5.09555e-06,    8.92851e-22,    0.00000e+00,    0.00000e+00,   -5.28387e+00,    3.15519e-04,    1.81511e-01,    2.98408e-04,    3.08950e-01,    1.03414e-07,    3.60957e+00,    5.16909e-03,   -4.66745e-02,    3.32531e-04,    1.24148e-01,    2.25216e-04,    3.25695e-01,    1.09019e-07,    4.06543e+00,    1.31718e-02,    5.05718e+00,    1.16017e-03,    1.33334e-02,    6.61814e-05,    3.16968e-01,    1.06098e-07,    1.82490e+00,    5.91257e-03,    2.22947e+00,    1.23470e-04,    2.32789e-04,    2.78661e-07,    3.21880e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.48688e+00,    1.95970e-04,    1.13815e-01,    2.00756e-04,    3.23634e-01,    1.08330e-07,    3.78345e+00,    5.58710e-03,    7.24819e+00,    3.34763e-04,    8.03340e-02,    1.44070e-04,    3.14981e-01,    1.05433e-07,    3.72608e+00,    7.60282e-03,              3,             10,              6,        6th unk,              0,           REF0
  11/26/2018 11:25:02.742,    7.30515e+03,    1.39033e+01,   -2.43836e+01,    1.75729e+00,   -1.67665e+02,    2.96794e+00,   -1.03989e+01,    1.34178e+00,    1.95631e-03,    3.52372e-06,    3.75949e-04,    5.09741e-07,    1.29636e-04,    4.62256e-07,    4.01438e+01,    2.46204e-04,    4.65942e+01,    2.28109e-04,    6.12809e+00,    1.14205e-03,    5.88911e+00,    9.43997e-04,    2.15405e-01,    3.51143e-05,   -2.40471e+00,    0.00000e+00,   -2.11237e+00,    0.00000e+00,    7.28632e+03,    1.38871e+01,    7.14462e+03,    1.18891e+01,    1.43009e+01,    2.63846e-02,    2.68555e+00,    6.53020e-03,    1.88069e+00,    6.01003e-03,    1.42542e+01,    2.63622e-02,    1.88938e+00,    6.03649e-03,    2.68602e+00,    6.54727e-03,    1.85425e+00,    1.62925e-04,    1.52293e-04,    2.23716e-07,   -5.09555e-06,    8.92851e-22,    0.00000e+00,    0.00000e+00,   -5.28359e+00,    3.80604e-04,    1.80589e-01,    3.38482e-04,    3.08950e-01,    1.10204e-07,    3.60727e+00,    8.39365e-03,   -4.61787e-02,    4.38991e-04,    1.23428e-01,    2.34538e-04,    3.25695e-01,    1.16177e-07,    4.05513e+00,    1.47758e-02,    5.05748e+00,    7.47969e-04,    1.32891e-02,    4.19544e-05,    3.16968e-01,    1.13064e-07,    1.82027e+00,    6.63260e-03,    2.22951e+00,    1.15623e-04,    2.32745e-04,    2.39583e-07,    3.21880e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.48719e+00,    4.03321e-04,    1.13288e-01,    1.99788e-04,    3.23634e-01,    1.15442e-07,    3.78231e+00,    6.88829e-03,    7.24849e+00,    4.68350e-04,    8.00497e-02,    2.02185e-04,    3.14981e-01,    1.12355e-07,    3.73613e+00,    1.46629e-02,              3,             10,             10,    2nd miu ref,              0,           REF0
  11/26/2018 11:25:12.777,    7.27004e+03,    1.93927e+01,   -2.51239e+01,    1.28837e+00,   -1.67835e+02,    3.23686e+00,   -1.16669e+01,    1.26676e+00,    1.95482e-03,    2.58344e-06,    3.75468e-04,    4.81244e-07,    1.29610e-04,    5.04141e-07,    4.01431e+01,    3.23070e-04,    4.65942e+01,    8.71590e-05,    6.12886e+00,    9.86729e-04,    5.88904e+00,    9.58616e-04,    2.15499e-01,    4.17508e-05,   -2.40471e+00,    0.00000e+00,   -2.11237e+00,    0.00000e+00,    7.25132e+03,    1.93603e+01,    7.10661e+03,    1.46321e+01,    1.42217e+01,    2.68264e-02,    2.66790e+00,    5.20389e-03,    1.87124e+00,    8.90612e-03,    1.41750e+01,    2.68827e-02,    1.87993e+00,    8.93636e-03,    2.66830e+00,    5.22374e-03,    1.85415e+00,    1.86977e-04,    1.52398e-04,    2.95531e-07,   -5.09555e-06,    8.92851e-22,    0.00000e+00,    0.00000e+00,   -5.28424e+00,    2.82103e-04,    1.79608e-01,    3.21710e-04,    3.08950e-01,    4.21083e-08,    3.60359e+00,    5.00187e-03,   -4.68610e-02,    4.36487e-04,    1.22848e-01,    3.20327e-04,    3.25695e-01,    4.43906e-08,    4.06408e+00,    1.39754e-02,    5.05666e+00,    1.12943e-03,    1.32238e-02,    6.18376e-05,    3.16968e-01,    4.32012e-08,    1.82429e+00,    6.27330e-03,    2.22958e+00,    1.88063e-04,    2.32863e-04,    4.02208e-07,    3.21880e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.48632e+00,    4.29433e-04,    1.12682e-01,    2.40283e-04,    3.23634e-01,    4.41097e-08,    3.78625e+00,    7.95532e-03,    7.24754e+00,    4.16241e-04,    7.95212e-02,    1.58498e-04,    3.14981e-01,    4.29303e-08,    3.72742e+00,    9.29196e-03,              3,             10,              2,        2nd unk,              0,           REF0
