Record Length,2500,Points,0.0,4.71999979,,Record Length,2500,Points,0.0,8.000000380E-3,,Record Length,2500,Points,0.0,-10.2399998,,Record Length,2500,Points,0.0,-300.00000000,
Sample Interval,2.0000001E-3,s,2.0000001E-3,4.71999979,,Sample Interval,2.0000001E-3,s,2.0000001E-3,12.0000001E-3,,Sample Interval,2.0000001E-3,s,2.0000001E-3,4.55999994,,Sample Interval,2.0000001E-3,s,2.0000001E-3,46.00000000,
Trigger Point,0.0,Samples,4.00000019E-3,4.71999979,,Trigger Point,0.0,Samples,4.00000019E-3,0.0,,Trigger Point,0.0,Samples,4.00000019E-3,4.63999987,,Trigger Point,0.0,Samples,4.00000019E-3,46.00000000,
,,,6.00000005E-3,4.71999979,,,,,6.00000005E-3,0.0,,,,,6.00000005E-3,4.63999987,,,,,6.00000005E-3,46.00000000,
,,,8.000000380E-3,4.71999979,,,,,8.000000380E-3,8.000000380E-3,,,,,8.000000380E-3,4.63999987,,,,,8.000000380E-3,46.00000000,
,,,10.0000007E-3,4.71999979,,,,,10.0000007E-3,12.0000001E-3,,,,,10.0000007E-3,4.63999987,,,,,10.0000007E-3,46.00000000,
Source,CH1,,12.0000001E-3,4.71999979,,Source,CH2,,12.0000001E-3,4.00000019E-3,,Source,CH3,,12.0000001E-3,4.71999979,,Source,CH4,,12.0000001E-3,46.00000000,
Vertical Units,Volts,,14.0000004E-3,4.71999979,,Vertical Units,Volts,,14.0000004E-3,8.000000380E-3,,Vertical Units,Volts,,14.0000004E-3,4.63999987,,Vertical Units,Volts,,14.0000004E-3,46.00000000,
Vertical Scale,2.0000000,,16.0000008E-3,4.71999979,,Vertical Scale,100.0000047E-3,,16.0000008E-3,16.0000008E-3,,Vertical Scale,2.0000000,,16.0000008E-3,4.63999987,,Vertical Scale,50.00000000,,16.0000008E-3,46.00000000,
Vertical Offset,0,,18.0000011E-3,4.71999979,,Vertical Offset,0,,18.0000011E-3,20.0000014E-3,,Vertical Offset,0,,18.0000011E-3,4.63999987,,Vertical Offset,0,,18.0000011E-3,46.00000000,
Horizontal Units,s,,20.0000014E-3,4.71999979,,Horizontal Units,s,,20.0000014E-3,8.000000380E-3,,Horizontal Units,s,,20.0000014E-3,4.63999987,,Horizontal Units,s,,20.0000014E-3,48.00000000,
Horizontal Scale,500.000023749E-3,,22.00000174E-3,4.71999979,,Horizontal Scale,500.000023749E-3,,22.00000174E-3,12.0000001E-3,,Horizontal Scale,500.000023749E-3,,22.00000174E-3,4.63999987,,Horizontal Scale,500.000023749E-3,,22.00000174E-3,46.00000000,
Pt Fmt,Y,,24.00000021E-3,4.71999979,,Pt Fmt,Y,,24.00000021E-3,8.000000380E-3,,Pt Fmt,Y,,24.00000021E-3,4.63999987,,Pt Fmt,Y,,24.00000021E-3,48.00000000,
Yzero,-40.00000000E-3,,26.00000054E-3,4.71999979,,Yzero,-3.20000000,,26.00000054E-3,4.00000019E-3,,Yzero,0.0,,26.00000054E-3,4.63999987,,Yzero,880.000000000E-3,,26.00000054E-3,48.00000000,
Probe Atten,10.0000000,,28.00000086E-3,4.71999979,,Probe Atten,10.0000000,,28.00000086E-3,16.0000008E-3,,Probe Atten,10.0000000,,28.00000086E-3,4.63999987,,Probe Atten,10.0000000,,28.00000086E-3,48.00000000,
,,,30.00000119E-3,4.71999979,,,,,30.00000119E-3,16.0000008E-3,,,,,30.00000119E-3,4.63999987,,,,,30.00000119E-3,48.00000000,
Note,TBS 1104 - 12:01:53 PM   8/14/2018,,32.00000152E-3,4.71999979,,Note,TBS 1104 - 12:01:53 PM   8/14/2018,,32.00000152E-3,12.0000001E-3,,Note,TBS 1104 - 12:01:53 PM   8/14/2018,,32.00000152E-3,4.63999987,,Note,TBS 1104 - 12:01:53 PM   8/14/2018,,32.00000152E-3,48.00000000,
,,,34.00000185E-3,4.71999979,,,,,34.00000185E-3,12.0000001E-3,,,,,34.00000185E-3,4.63999987,,,,,34.00000185E-3,48.00000000,
,,,36.00000218E-3,4.71999979,,,,,36.00000218E-3,24.00000021E-3,,,,,36.00000218E-3,4.63999987,,,,,36.00000218E-3,48.00000000,
,,,38.00000250E-3,4.71999979,,,,,38.00000250E-3,20.0000014E-3,,,,,38.00000250E-3,4.63999987,,,,,38.00000250E-3,48.00000000,
,,,40.00000283E-3,4.71999979,,,,,40.00000283E-3,20.0000014E-3,,,,,40.00000283E-3,4.63999987,,,,,40.00000283E-3,48.00000000,
,,,42.00000316E-3,4.71999979,,,,,42.00000316E-3,28.00000086E-3,,,,,42.00000316E-3,4.63999987,,,,,42.00000316E-3,50.00000000,
,,,44.00000349E-3,4.71999979,,,,,44.00000349E-3,32.00000152E-3,,,,,44.00000349E-3,4.63999987,,,,,44.00000349E-3,50.00000000,
,,,46.00000381E-3,4.71999979,,,,,46.00000381E-3,40.00000283E-3,,,,,46.00000381E-3,4.63999987,,,,,46.00000381E-3,50.00000000,
,,,48.00000042E-3,4.71999979,,,,,48.00000042E-3,52.00000107E-3,,,,,48.00000042E-3,4.63999987,,,,,48.00000042E-3,50.00000000,
,,,50.00000075E-3,4.71999979,,,,,50.00000075E-3,72.000004351E-3,,,,,50.00000075E-3,4.63999987,,,,,50.00000075E-3,50.00000000,
,,,52.00000107E-3,4.71999979,,,,,52.00000107E-3,104.0000021E-3,,,,,52.00000107E-3,4.63999987,,,,,52.00000107E-3,50.00000000,
,,,54.00000140E-3,4.71999979,,,,,54.00000140E-3,124.0000054E-3,,,,,54.00000140E-3,4.63999987,,,,,54.00000140E-3,50.00000000,
,,,56.000001729E-3,4.71999979,,,,,56.000001729E-3,172.00000584E-3,,,,,56.000001729E-3,4.63999987,,,,,56.000001729E-3,50.00000000,
,,,58.000002056E-3,4.71999979,,,,,58.000002056E-3,263.99999857E-3,,,,,58.000002056E-3,4.63999987,,,,,58.000002056E-3,50.00000000,
,,,60.000002384E-3,4.71999979,,,,,60.000002384E-3,248.00001085E-3,,,,,60.000002384E-3,4.63999987,,,,,60.000002384E-3,50.00000000,
,,,62.000002712E-3,4.71999979,,,,,62.000002712E-3,156.00000322E-3,,,,,62.000002712E-3,4.63999987,,,,,62.000002712E-3,50.00000000,
,,,64.000003040E-3,4.71999979,,,,,64.000003040E-3,84.000006318E-3,,,,,64.000003040E-3,4.55999994,,,,,64.000003040E-3,50.00000000,
,,,65.999999642E-3,4.71999979,,,,,65.999999642E-3,44.00000349E-3,,,,,65.999999642E-3,4.63999987,,,,,65.999999642E-3,50.00000000,
,,,68.000003695E-3,4.71999979,,,,,68.000003695E-3,28.00000086E-3,,,,,68.000003695E-3,4.63999987,,,,,68.000003695E-3,50.00000000,
