-30.0000000000	4.6294000175
-29.8828125000	5.6375505717
-29.7656250000	5.4379013990
-29.6484375000	1.8234961327
-29.5312500000	6.3776689272
-29.4140625000	3.8703904621
-29.2968750000	3.0281429370
-29.1796875000	5.1313172715
-29.0625000000	2.8981014278
-28.9453125000	1.0507730016
-28.8281250000	3.6281239947
-28.7109375000	3.9533896540
-28.5937500000	5.9589369777
-28.4765625000	4.7301964330
-28.3593750000	3.3928013859
-28.2421875000	7.1468041024
-28.1250000000	4.8275879148
-28.0078125000	2.6218485896
-27.8906250000	2.0244590308
-27.7734375000	1.2651219063
-27.6562500000	0.9246656548
-27.5390625000	4.8880384724
-27.4218750000	3.8210845011
-27.3046875000	2.5229730724
-27.1875000000	4.9211490043
-27.0703125000	4.0459068031
-26.9531250000	2.5872646036
-26.8359375000	2.1827227487
-26.7187500000	4.1155953531
-26.6015625000	3.7014015676
-26.4843750000	6.2878483739
-26.3671875000	3.1408137901
-26.2500000000	4.2295790973
-26.1328125000	7.3772170238
-26.0156250000	0.1704465897
-25.8984375000	10.4247447116
-25.7812500000	5.1768099258
-25.6640625000	5.4566691875
-25.5468750000	4.7027998545
-25.4296875000	1.7089469286
-25.3125000000	3.3161471124
-25.1953125000	1.1196072466
-25.0781250000	2.5921876992
-24.9609375000	4.0523834991
-24.8437500000	2.5129823306
-24.7265625000	8.2256767558
-24.6093750000	4.4645873693
-24.4921875000	5.6232815200
-24.3750000000	5.1543923207
-24.2578125000	2.5213674582
-24.1406250000	2.8017345856
-24.0234375000	2.2124627483
-23.9062500000	4.8690419549
-23.7890625000	5.2823107503
-23.6718750000	3.4602511668
-23.5546875000	3.4027529353
-23.4375000000	6.6839810196
-23.3203125000	5.9091069230
-23.2031250000	2.4140929280
-23.0859375000	2.2818655666
-22.9687500000	2.1338719582
-22.8515625000	4.5172103042
-22.7343750000	2.9439805962
-22.6171875000	1.1209957910
-22.5000000000	2.3395735778
-22.3828125000	5.9322816440
-22.2656250000	4.6617204488
-22.1484375000	0.2357537796
-22.0312500000	1.1404262983
-21.9140625000	3.8293949611
-21.7968750000	1.7242639690
-21.6796875000	6.7745518659
-21.5625000000	2.6879150639
-21.4453125000	2.8201725962
-21.3281250000	2.3704867409
-21.2109375000	1.2683219771
-21.0937500000	5.3951244945
-20.9765625000	4.6873252831
-20.8593750000	0.7867544239
-20.7421875000	2.9127787867
-20.6250000000	1.4411260811
