-30.0000000000	4.2651963694
-29.8828125000	0.3922187502
-29.7656250000	3.0741758255
-29.6484375000	2.6182009426
-29.5312500000	1.5733131710
-29.4140625000	2.3297034589
-29.2968750000	2.4281687126
-29.1796875000	1.8848165500
-29.0625000000	0.1749718628
-28.9453125000	4.5519176296
-28.8281250000	5.5799828628
-28.7109375000	2.9102527998
-28.5937500000	1.7716306201
-28.4765625000	2.2648971598
-28.3593750000	3.8021392826
-28.2421875000	5.3117091806
-28.1250000000	7.6083868252
-28.0078125000	3.8653215538
-27.8906250000	8.6437814949
-27.7734375000	1.8566841956
-27.6562500000	4.5991752657
-27.5390625000	1.9401315645
-27.4218750000	1.4060212457
-27.3046875000	5.6121525287
-27.1875000000	9.5809101413
-27.0703125000	0.5604922343
-26.9531250000	1.6428858978
-26.8359375000	3.7810077265
-26.7187500000	0.8238576800
-26.6015625000	3.1137730403
-26.4843750000	4.6368143948
-26.3671875000	1.5854868316
-26.2500000000	4.1346366889
-26.1328125000	3.5022004104
-26.0156250000	7.3160686186
-25.8984375000	5.8030168009
-25.7812500000	9.6621175142
-25.6640625000	4.0187151419
-25.5468750000	4.7789847260
-25.4296875000	4.7138654082
-25.3125000000	2.1116439784
-25.1953125000	8.5144632928
-25.0781250000	3.2741968144
-24.9609375000	7.3431438440
-24.8437500000	2.4754293786
-24.7265625000	5.3670391988
-24.6093750000	2.0827284290
-24.4921875000	3.7924980277
-24.3750000000	2.2824637476
-24.2578125000	2.0484745043
-24.1406250000	2.3400333252
-24.0234375000	1.4455878483
-23.9062500000	5.3323302477
-23.7890625000	4.6406657893
-23.6718750000	1.9224364224
-23.5546875000	1.4354851177
-23.4375000000	4.1978937697
-23.3203125000	2.8030642091
-23.2031250000	2.0706628872
-23.0859375000	4.5930125434
-22.9687500000	3.6678623396
-22.8515625000	2.1011810748
-22.7343750000	2.7745472254
-22.6171875000	3.5203876082
-22.5000000000	4.9451749177
-22.3828125000	2.7147797856
-22.2656250000	2.0562291925
-22.1484375000	3.1038927329
-22.0312500000	1.6213921364
-21.9140625000	0.2725520359
-21.7968750000	4.7739758233
-21.6796875000	2.3884053986
-21.5625000000	6.7844666762
-21.4453125000	3.2916785108
-21.3281250000	4.1052837678
-21.2109375000	4.6680934130
