Record Length	2500	Points	0	-3,12		Record Length	2500	Points	0	-0,432		Record Length	2500	Points	0	-0,632		Record Length	2500	Points	0	-118,4	
Sample Interval	0,002	s	0,002	-3,12		Sample Interval	0,002	s	0,002	-0,432		Sample Interval	0,002	s	0,002	-0,632		Sample Interval	0,002	s	0,002	-118,4	
Trigger Point	0,000000	Samples	0,004	-3,12		Trigger Point	0,000000	Samples	0,004	-0,432		Trigger Point	0,000000	Samples	0,004	-0,632		Trigger Point	0,000000	Samples	0,004	-118,4	
			0,006	-3,12					0,006	-0,432					0,006	-0,632					0,006	-118,4	
			0,008	-3,12					0,008	-0,432					0,008	-0,632					0,008	-118,4	
			0,01	-3,12					0,01	-0,432					0,01	-0,632					0,01	-118,4	
Source	CH1		0,012	-3,12		Source	CH2		0,012	-0,432		Source	CH3		0,012	-0,632		Source	CH4		0,012	-118,4	
Vertical Units	Volts		0,014	-3,12		Vertical Units	Volts		0,014	-0,432		Vertical Units	Volts		0,014	-0,632		Vertical Units	Volts		0,014	-118,4	
Vertical Scale	1.000000		0,016	-3,12		Vertical Scale	200.00000950E-3		0,016	-0,432		Vertical Scale	200.00000950E-3		0,016	-0,632		Vertical Scale	20.0000003		0,016	-118,4	
Vertical Offset	0		0,018	-3,12		Vertical Offset	0		0,018	-0,432		Vertical Offset	0		0,018	-0,632		Vertical Offset	0		0,018	-118,4	
Horizontal Units	s		0,02	-3,12		Horizontal Units	s		0,02	-0,432		Horizontal Units	s		0,02	-0,632		Horizontal Units	s		0,02	-118,4	
Horizontal Scale	500.000023749E-3		0,022	-3,12		Horizontal Scale	500.000023749E-3		0,022	-0,432		Horizontal Scale	500.000023749E-3		0,022	-0,632		Horizontal Scale	500.000023749E-3		0,022	-118,4	
Pt Fmt	Y		0,024	-3,12		Pt Fmt	Y		0,024	-0,432		Pt Fmt	Y		0,024	-0,632		Pt Fmt	Y		0,024	-118,4	
Yzero	-2.0000000		0,026	-3,12		Yzero	-2.96000000		0,026	-0,432		Yzero	-1.9600000		0,026	-0,632		Yzero	800.000000000E-3		0,026	-118,4	
Probe Atten	10,000000		0,028	-3,12		Probe Atten	10,000000		0,028	-0,432		Probe Atten	10,000000		0,028	-0,632		Probe Atten	10,000000		0,028	-118,4	
			0,03	-3,12					0,03	-0,432					0,03	-0,632					0,03	-118,4	
Note	TBS 1104 - 3:32:50 PM   8/14/2018		0,032	-3,12		Note	TBS 1104 - 3:32:50 PM   8/14/2018		0,032	-0,432		Note	TBS 1104 - 3:32:50 PM   8/14/2018		0,032	-0,632		Note	TBS 1104 - 3:32:50 PM   8/14/2018		0,032	-118,4	
			0,034	-3,12					0,034	-0,432					0,034	-0,632					0,034	-118,4	
			0,036	-3,12					0,036	-0,432					0,036	-0,632					0,036	-118,4	
			0,038	-3,12					0,038	-0,432					0,038	-0,632					0,038	-118,4	
			0,04	-3,12					0,04	-0,432					0,04	-0,632					0,04	-118,4	
			0,042	-3,12					0,042	-0,432					0,042	-0,632					0,042	-118,4	
			0,044	-3,12					0,044	-0,432					0,044	-0,632					0,044	-118,4	
			0,046	-3,12					0,046	-0,432					0,046	-0,632					0,046	-118,4	
			0,048	-3,12					0,048	-0,432					0,048	-0,632					0,048	-118,4	
			0,05	-3,12					0,05	-0,432					0,05	-0,632					0,05	-118,4	
			0,052	-3,12					0,052	-0,432					0,052	-0,632					0,052	-118,4	
			0,054	-3,12					0,054	-0,432					0,054	-0,632					0,054	-118,4	
			0,056	-3,12					0,056	-0,432					0,056	-0,632					0,056	-118,4	
			0,058	-3,12					0,058	-0,432					0,058	-0,632					0,058	-118,4	
			0,06	-3,12					0,06	-0,432					0,06	-0,632					0,06	-118,4	
			0,062	-3,12					0,062	-0,432					0,062	-0,632					0,062	-118,4	
			0,064	-3,12					0,064	-0,432					0,064	-0,632					0,064	-118,4	
			0,066	-3,12					0,066	-0,432					0,066	-0,632					0,066	-118,4	
			0,068	-3,12					0,068	-0,432					0,068	-0,632					0,068	-118,4	
			0,07	-3,12					0,07	-0,432					0,07	-0,632					0,07	-118,4	
			0,072	-3,12					0,072	-0,432					0,072	-0,632					0,072	-118,4	
			0,074	-3,12					0,074	-0,432					0,074	-0,632					0,074	-118,4	
			0,076	-3,12					0,076	-0,432					0,076	-0,632					0,076	-118,4	
			0,078	-3,12					0,078	-0,432					0,078	-0,632					0,078	-118,4	
			0,08	-3,12					0,08	-0,432					0,08	-0,632					0,08	-118,4	
			0,082	-3,12					0,082	-0,432					0,082	-0,632					0,082	-118,4	
			0,084	-3,12					0,084	-0,432					0,084	-0,632					0,084	-118,4	
			0,086	-3,12					0,086	-0,432					0,086	-0,632					0,086	-118,4	
			0,088	-3,12					0,088	-0,432					0,088	-0,632					0,088	-118,4	
			0,09	-3,12					0,09	-0,432					0,09	-0,632					0,09	-118,4	
			0,092	-3,12					0,092	-0,432					0,092	-0,632					0,092	-118,4	
			0,094	-3,12					0,094	-0,432					0,094	-0,632					0,094	-118,4	
			0,096	-3,12					0,096	-0,432					0,096	-0,632					0,096	-118,4	
			0,098	-3,12					0,098	-0,432					0,098	-0,632					0,098	-118,4	
			0,1	-3,12					0,1	-0,432					0,1	-0,632					0,1	-118,4	
			0,102	-3,12					0,102	-0,432					0,102	-0,632					0,102	-118,4	
			0,104	-3,12					0,104	-0,432					0,104	-0,632					0,104	-118,4	
			0,106	-3,12					0,106	-0,432					0,106	-0,632					0,106	-118,4	
			0,108	-3,12					0,108	-0,432					0,108	-0,632					0,108	-118,4	
			0,11	-3,12					0,11	-0,432					0,11	-0,632					0,11	-118,4	
			0,112	-3,12					0,112	-0,432					0,112	-0,632					0,112	-118,4	
			0,114	-3,12					0,114	-0,432					0,114	-0,632					0,114	-118,4	
			0,116	-3,12					0,116	-0,432					0,116	-0,632					0,116	-118,4	
			0,118	-3,12					0,118	-0,432					0,118	-0,632					0,118	-118,4	
			0,12	-3,12					0,12	-0,432					0,12	-0,632					0,12	-118,4	
			0,122	-3,12					0,122	-0,432					0,122	-0,632					0,122	-118,4	
			0,124	-3,12					0,124	-0,432					0,124	-0,632					0,124	-118,4	
			0,126	-3,12					0,126	-0,432					0,126	-0,632					0,126	-118,4	
			0,128	-3,12					0,128	-0,432					0,128	-0,632					0,128	-118,4	
			0,13	-3,12					0,13	-0,432					0,13	-0,632					0,13	-118,4	
			0,132	-3,12					0,132	-0,432					0,132	-0,632					0,132	-118,4	
			0,134	-3,12					0,134	-0,432					0,134	-0,632					0,134	-118,4	
			0,136	-3,12					0,136	-0,432					0,136	-0,632					0,136	-118,4	
			0,138	-3,12					0,138	-0,432					0,138	-0,632					0,138	-118,4	
			0,14	-3,12					0,14	-0,432					0,14	-0,632					0,14	-118,4	
			0,142	-3,12					0,142	-0,432					0,142	-0,632					0,142	-118,4	
			0,144	-3,12					0,144	-0,432					0,144	-0,632					0,144	-118,4	
			0,146	-3,12					0,146	-0,432					0,146	-0,632					0,146	-118,4	
			0,148	-3,12					0,148	-0,432					0,148	-0,632					0,148	-118,4	
			0,15	-3,12					0,15	-0,432					0,15	-0,632					0,15	-118,4	
			0,152	-3,12					0,152	-0,432					0,152	-0,632					0,152	-118,4	
			0,154	-3,12					0,154	-0,432					0,154	-0,632					0,154	-118,4	
			0,156	-3,12					0,156	-0,432					0,156	-0,632					0,156	-118,4	
			0,158	-3,12					0,158	-0,432					0,158	-0,632					0,158	-118,4	
			0,16	-3,12					0,16	-0,432					0,16	-0,632					0,16	-118,4	
			0,162	-3,12					0,162	-0,432					0,162	-0,632					0,162	-118,4	
			0,164	-3,12					0,164	-0,432					0,164	-0,632					0,164	-118,4	
			0,166	-3,12					0,166	-0,432					0,166	-0,632					0,166	-118,4	
			0,168	-3,12					0,168	-0,432					0,168	-0,632					0,168	-118,4	
			0,17	-3,12					0,17	-0,432					0,17	-0,632					0,17	-118,4	
			0,172	-3,12					0,172	-0,432					0,172	-0,632					0,172	-118,4	
			0,174	-3,12					0,174	-0,432					0,174	-0,632					0,174	-118,4	
			0,176	-3,12					0,176	-0,432					0,176	-0,632					0,176	-118,4	
			0,178	-3,12					0,178	-0,432					0,178	-0,632					0,178	-118,4	
			0,18	-3,12					0,18	-0,432					0,18	-0,632					0,18	-118,4	
			0,182	-3,12					0,182	-0,432					0,182	-0,632					0,182	-118,4	
			0,184	-3,12					0,184	-0,432					0,184	-0,632					0,184	-118,4	
			0,186	-3,12					0,186	-0,432					0,186	-0,632					0,186	-118,4	
			0,188	-3,12					0,188	-0,432					0,188	-0,632					0,188	-118,4	
			0,19	-3,12					0,19	-0,432					0,19	-0,632					0,19	-118,4	
			0,192	-3,12					0,192	-0,432					0,192	-0,632					0,192	-118,4	
			0,194	-3,12					0,194	-0,432					0,194	-0,632					0,194	-118,4	
			0,196	-3,12					0,196	-0,432					0,196	-0,632					0,196	-118,4	
			0,198	-3,12					0,198	-0,432					0,198	-0,632					0,198	-118,4	
			0,2	-3,12					0,2	-0,432					0,2	-0,632					0,2	-118,4	
			0,202	-3,12					0,202	-0,432					0,202	-0,632					0,202	-118,4	
			0,204	-3,12					0,204	-0,432					0,204	-0,632					0,204	-118,4	
			0,206	-3,12					0,206	-0,432					0,206	-0,632					0,206	-118,4	
			0,208	-3,12					0,208	-0,432					0,208	-0,632					0,208	-118,4	
			0,21	-3,12					0,21	-0,432					0,21	-0,632					0,21	-118,4	
			0,212	-3,12					0,212	-0,432					0,212	-0,632					0,212	-118,4	
			0,214	-3,12					0,214	-0,432					0,214	-0,632					0,214	-118,4	
			0,216	-3,12					0,216	-0,432					0,216	-0,632					0,216	-118,4	
			0,218	-3,12					0,218	-0,432					0,218	-0,632					0,218	-118,4	
			0,22	-3,12					0,22	-0,432					0,22	-0,632					0,22	-118,4	
			0,222	-3,12					0,222	-0,432					0,222	-0,632					0,222	-118,4	
			0,224	-3,12					0,224	-0,432					0,224	-0,632					0,224	-118,4	
			0,226	-3,12					0,226	-0,432					0,226	-0,632					0,226	-118,4	
			0,228	-3,12					0,228	-0,432					0,228	-0,632					0,228	-118,4	
