Record Length,2500,Points,2.2240000,1.1999999,,Record Length,2500,Points,2.2240000,8.000000380E-3,,Record Length,2500,Points,2.2240000,1.8399999,,Record Length,2500,Points,2.2240000,38.40000153,
Sample Interval,99.999997474E-6,s,2.2240999,1.2400000,,Sample Interval,99.999997474E-6,s,2.2240999,8.000000380E-3,,Sample Interval,99.999997474E-6,s,2.2240999,1.8399999,,Sample Interval,99.999997474E-6,s,2.2240999,37.60000229,
Trigger Point,-22.24000139E3,Samples,2.2242000,1.1999999,,Trigger Point,-22.24000139E3,Samples,2.2242000,8.000000380E-3,,Trigger Point,-22.24000139E3,Samples,2.2242000,1.8399999,,Trigger Point,-22.24000139E3,Samples,2.2242000,38.40000153,
,,,2.2242999,1.2400000,,,,,2.2242999,12.0000001E-3,,,,,2.2242999,1.8600000,,,,,2.2242999,38.40000153,
,,,2.2244000,1.2400000,,,,,2.2244000,0.0,,,,,2.2244000,1.8399999,,,,,2.2244000,38.40000153,
,,,2.2244999,1.1999999,,,,,2.2244999,12.0000001E-3,,,,,2.2244999,1.8399999,,,,,2.2244999,38.40000153,
Source,CH1,,2.2246001,1.2400000,,Source,CH2,,2.2246001,12.0000001E-3,,Source,CH3,,2.2246001,1.8600000,,Source,CH4,,2.2246001,38.40000153,
Vertical Units,Volts,,2.2247000,1.2400000,,Vertical Units,Volts,,2.2247000,16.0000008E-3,,Vertical Units,Volts,,2.2247000,1.8600000,,Vertical Units,Volts,,2.2247000,38.40000153,
Vertical Scale,999.999977648E-3,,2.2247999,1.2400000,,Vertical Scale,100.0000047E-3,,2.2247999,12.0000001E-3,,Vertical Scale,499.999988824E-3,,2.2247999,1.8600000,,Vertical Scale,20.0000003,,2.2247999,38.40000153,
Vertical Offset,0,,2.2249000,1.2400000,,Vertical Offset,0,,2.2249000,0.0,,Vertical Offset,0,,2.2249000,1.8600000,,Vertical Offset,0,,2.2249000,38.40000153,
Horizontal Units,s,,2.2249999,1.1999999,,Horizontal Units,s,,2.2249999,8.000000380E-3,,Horizontal Units,s,,2.2249999,1.8600000,,Horizontal Units,s,,2.2249999,38.40000153,
Horizontal Scale,24.99999937E-3,,2.2251000,1.1999999,,Horizontal Scale,24.99999937E-3,,2.2251000,8.000000380E-3,,Horizontal Scale,24.99999937E-3,,2.2251000,1.8800000,,Horizontal Scale,24.99999937E-3,,2.2251000,37.60000229,
Pt Fmt,Y,,2.2251999,1.2400000,,Pt Fmt,Y,,2.2251999,12.0000001E-3,,Pt Fmt,Y,,2.2251999,1.8600000,,Pt Fmt,Y,,2.2251999,38.40000153,
Yzero,-40.00000000E-3,,2.2253001,1.2400000,,Yzero,-3.76000000,,2.2253001,8.000000380E-3,,Yzero,-2.6800000,,2.2253001,1.8600000,,Yzero,880.000000000E-3,,2.2253001,37.60000229,
Probe Atten,10.0000000,,2.2254000,1.2400000,,Probe Atten,10.0000000,,2.2254000,12.0000001E-3,,Probe Atten,10.0000000,,2.2254000,1.8600000,,Probe Atten,10.0000000,,2.2254000,37.60000229,
,,,2.2254999,1.2400000,,,,,2.2254999,12.0000001E-3,,,,,2.2254999,1.8800000,,,,,2.2254999,37.60000229,
Note,TBS 1104 - 1:51:34 PM   8/14/2018,,2.2256000,1.2400000,,Note,TBS 1104 - 1:51:34 PM   8/14/2018,,2.2256000,4.00000019E-3,,Note,TBS 1104 - 1:51:34 PM   8/14/2018,,2.2256000,1.8600000,,Note,TBS 1104 - 1:51:34 PM   8/14/2018,,2.2256000,37.60000229,
,,,2.2256999,1.2400000,,,,,2.2256999,4.00000019E-3,,,,,2.2256999,1.8600000,,,,,2.2256999,37.60000229,
,,,2.2258000,1.1999999,,,,,2.2258000,4.00000019E-3,,,,,2.2258000,1.8600000,,,,,2.2258000,37.60000229,
,,,2.2258999,1.2400000,,,,,2.2258999,0.0,,,,,2.2258999,1.8600000,,,,,2.2258999,36.79999924,
,,,2.2260001,1.2400000,,,,,2.2260001,12.0000001E-3,,,,,2.2260001,1.8600000,,,,,2.2260001,37.60000229,
,,,2.2261000,1.2400000,,,,,2.2261000,4.00000019E-3,,,,,2.2261000,1.8600000,,,,,2.2261000,36.79999924,
,,,2.2261999,1.2400000,,,,,2.2261999,12.0000001E-3,,,,,2.2261999,1.8600000,,,,,2.2261999,36.79999924,
,,,2.2263000,1.2400000,,,,,2.2263000,0.0,,,,,2.2263000,1.8800000,,,,,2.2263000,37.60000229,
,,,2.2263999,1.1999999,,,,,2.2263999,12.0000001E-3,,,,,2.2263999,1.8800000,,,,,2.2263999,36.79999924,
,,,2.2265000,1.2400000,,,,,2.2265000,4.00000019E-3,,,,,2.2265000,1.8800000,,,,,2.2265000,36.79999924,
,,,2.2265999,1.2400000,,,,,2.2265999,12.0000001E-3,,,,,2.2265999,1.8800000,,,,,2.2265999,36.79999924,
,,,2.2267001,1.2400000,,,,,2.2267001,4.00000019E-3,,,,,2.2267001,1.8800000,,,,,2.2267001,37.60000229,
,,,2.2268000,1.2800000,,,,,2.2268000,8.000000380E-3,,,,,2.2268000,1.8600000,,,,,2.2268000,36.79999924,
,,,2.2268999,1.2400000,,,,,2.2268999,16.0000008E-3,,,,,2.2268999,1.8600000,,,,,2.2268999,36.00000000,
,,,2.2270000,1.2800000,,,,,2.2270000,0.0,,,,,2.2270000,1.8800000,,,,,2.2270000,36.00000000,
,,,2.2270999,1.2400000,,,,,2.2270999,12.0000001E-3,,,,,2.2270999,1.8800000,,,,,2.2270999,36.00000000,
,,,2.2272000,1.2400000,,,,,2.2272000,8.000000380E-3,,,,,2.2272000,1.8800000,,,,,2.2272000,36.79999924,
,,,2.2272999,1.2400000,,,,,2.2272999,0.0,,,,,2.2272999,1.9000000,,,,,2.2272999,36.00000000,
,,,2.2274001,1.2400000,,,,,2.2274001,4.00000019E-3,,,,,2.2274001,1.9000000,,,,,2.2274001,36.00000000,
,,,2.2275000,1.2400000,,,,,2.2275000,12.0000001E-3,,,,,2.2275000,1.9000000,,,,,2.2275000,36.00000000,
,,,2.2275999,1.2400000,,,,,2.2275999,4.00000019E-3,,,,,2.2275999,1.8800000,,,,,2.2275999,36.00000000,
,,,2.2277000,1.2800000,,,,,2.2277000,16.0000008E-3,,,,,2.2277000,1.8800000,,,,,2.2277000,36.00000000,
,,,2.2277999,1.2400000,,,,,2.2277999,12.0000001E-3,,,,,2.2277999,1.9000000,,,,,2.2277999,36.00000000,
,,,2.2279000,1.2800000,,,,,2.2279000,0.0,,,,,2.2279000,1.9000000,,,,,2.2279000,36.00000000,
,,,2.2279999,1.2400000,,,,,2.2279999,12.0000001E-3,,,,,2.2279999,1.9000000,,,,,2.2279999,35.20000076,
,,,2.2281001,1.2400000,,,,,2.2281001,0.0,,,,,2.2281001,1.8800000,,,,,2.2281001,35.20000076,
,,,2.2282000,1.2400000,,,,,2.2282000,8.000000380E-3,,,,,2.2282000,1.9000000,,,,,2.2282000,36.00000000,
,,,2.2283001,1.2400000,,,,,2.2283001,8.000000380E-3,,,,,2.2283001,1.9000000,,,,,2.2283001,35.20000076,
,,,2.2284000,1.2800000,,,,,2.2284000,12.0000001E-3,,,,,2.2284000,1.9000000,,,,,2.2284000,36.00000000,
,,,2.2284999,1.2800000,,,,,2.2284999,12.0000001E-3,,,,,2.2284999,1.9000000,,,,,2.2284999,35.20000076,
,,,2.2286000,1.2400000,,,,,2.2286000,4.00000019E-3,,,,,2.2286000,1.9000000,,,,,2.2286000,35.20000076,
,,,2.2286999,1.2400000,,,,,2.2286999,16.0000008E-3,,,,,2.2286999,1.9200000,,,,,2.2286999,35.20000076,
,,,2.2288001,1.2800000,,,,,2.2288001,12.0000001E-3,,,,,2.2288001,1.9200000,,,,,2.2288001,35.20000076,
,,,2.2289000,1.2800000,,,,,2.2289000,8.000000380E-3,,,,,2.2289000,1.9000000,,,,,2.2289000,35.20000076,
,,,2.2290001,1.2800000,,,,,2.2290001,8.000000380E-3,,,,,2.2290001,1.9200000,,,,,2.2290001,35.20000076,
,,,2.2291000,1.2800000,,,,,2.2291000,12.0000001E-3,,,,,2.2291000,1.9200000,,,,,2.2291000,35.20000076,
,,,2.2291999,1.2400000,,,,,2.2291999,12.0000001E-3,,,,,2.2291999,1.9200000,,,,,2.2291999,35.20000076,
,,,2.2293000,1.2800000,,,,,2.2293000,16.0000008E-3,,,,,2.2293000,1.9000000,,,,,2.2293000,34.40000153,
,,,2.2293999,1.2800000,,,,,2.2293999,16.0000008E-3,,,,,2.2293999,1.9200000,,,,,2.2293999,35.20000076,
,,,2.2295001,1.2800000,,,,,2.2295001,12.0000001E-3,,,,,2.2295001,1.9200000,,,,,2.2295001,35.20000076,
,,,2.2296000,1.2400000,,,,,2.2296000,8.000000380E-3,,,,,2.2296000,1.9200000,,,,,2.2296000,34.40000153,
,,,2.2297001,1.2800000,,,,,2.2297001,12.0000001E-3,,,,,2.2297001,1.9000000,,,,,2.2297001,34.40000153,
,,,2.2298000,1.2800000,,,,,2.2298000,16.0000008E-3,,,,,2.2298000,1.9200000,,,,,2.2298000,34.40000153,
,,,2.2298999,1.2400000,,,,,2.2298999,8.000000380E-3,,,,,2.2298999,1.9200000,,,,,2.2298999,34.40000153,
,,,2.2300000,1.2800000,,,,,2.2300000,12.0000001E-3,,,,,2.2300000,1.9200000,,,,,2.2300000,34.40000153,
,,,2.2300999,1.2800000,,,,,2.2300999,16.0000008E-3,,,,,2.2300999,1.9200000,,,,,2.2300999,34.40000153,
,,,2.2302001,1.2800000,,,,,2.2302001,20.0000014E-3,,,,,2.2302001,1.9200000,,,,,2.2302001,33.60000229,
,,,2.2302999,1.2800000,,,,,2.2302999,12.0000001E-3,,,,,2.2302999,1.9200000,,,,,2.2302999,33.60000229,
,,,2.2304001,1.2800000,,,,,2.2304001,8.000000380E-3,,,,,2.2304001,1.9200000,,,,,2.2304001,33.60000229,
,,,2.2305000,1.2800000,,,,,2.2305000,12.0000001E-3,,,,,2.2305000,1.9200000,,,,,2.2305000,34.40000153,
,,,2.2305999,1.3199999,,,,,2.2305999,12.0000001E-3,,,,,2.2305999,1.9200000,,,,,2.2305999,34.40000153,
,,,2.2307000,1.2800000,,,,,2.2307000,8.000000380E-3,,,,,2.2307000,1.9200000,,,,,2.2307000,34.40000153,
,,,2.2307999,1.2800000,,,,,2.2307999,12.0000001E-3,,,,,2.2307999,1.9200000,,,,,2.2307999,33.60000229,
,,,2.2309000,1.3199999,,,,,2.2309000,12.0000001E-3,,,,,2.2309000,1.9399999,,,,,2.2309000,33.60000229,
,,,2.2309999,1.2800000,,,,,2.2309999,12.0000001E-3,,,,,2.2309999,1.9200000,,,,,2.2309999,33.60000229,
,,,2.2311001,1.2800000,,,,,2.2311001,16.0000008E-3,,,,,2.2311001,1.9200000,,,,,2.2311001,33.60000229,
,,,2.2312000,1.3199999,,,,,2.2312000,16.0000008E-3,,,,,2.2312000,1.9200000,,,,,2.2312000,33.60000229,
