Record Length,2500,Points,0.0,-3.11999989,,Record Length,2500,Points,0.0,-432.000011206E-3,,Record Length,2500,Points,0.0,-632.000029087E-3,,Record Length,2500,Points,0.0,-118.4000015,
Sample Interval,2.0000001E-3,s,2.0000001E-3,-3.11999989,,Sample Interval,2.0000001E-3,s,2.0000001E-3,-432.000011206E-3,,Sample Interval,2.0000001E-3,s,2.0000001E-3,-632.000029087E-3,,Sample Interval,2.0000001E-3,s,2.0000001E-3,-118.4000015,
Trigger Point,0.0,Samples,4.00000019E-3,-3.11999989,,Trigger Point,0.0,Samples,4.00000019E-3,-432.000011206E-3,,Trigger Point,0.0,Samples,4.00000019E-3,-632.000029087E-3,,Trigger Point,0.0,Samples,4.00000019E-3,-118.4000015,
,,,6.00000005E-3,-3.11999989,,,,,6.00000005E-3,-432.000011206E-3,,,,,6.00000005E-3,-632.000029087E-3,,,,,6.00000005E-3,-118.4000015,
,,,8.000000380E-3,-3.11999989,,,,,8.000000380E-3,-432.000011206E-3,,,,,8.000000380E-3,-632.000029087E-3,,,,,8.000000380E-3,-118.4000015,
,,,10.0000007E-3,-3.11999989,,,,,10.0000007E-3,-432.000011206E-3,,,,,10.0000007E-3,-632.000029087E-3,,,,,10.0000007E-3,-118.4000015,
Source,CH1,,12.0000001E-3,-3.11999989,,Source,CH2,,12.0000001E-3,-432.000011206E-3,,Source,CH3,,12.0000001E-3,-632.000029087E-3,,Source,CH4,,12.0000001E-3,-118.4000015,
Vertical Units,Volts,,14.0000004E-3,-3.11999989,,Vertical Units,Volts,,14.0000004E-3,-432.000011206E-3,,Vertical Units,Volts,,14.0000004E-3,-632.000029087E-3,,Vertical Units,Volts,,14.0000004E-3,-118.4000015,
Vertical Scale,999.999977648E-3,,16.0000008E-3,-3.11999989,,Vertical Scale,200.00000950E-3,,16.0000008E-3,-432.000011206E-3,,Vertical Scale,200.00000950E-3,,16.0000008E-3,-632.000029087E-3,,Vertical Scale,20.0000003,,16.0000008E-3,-118.4000015,
Vertical Offset,0,,18.0000011E-3,-3.11999989,,Vertical Offset,0,,18.0000011E-3,-432.000011206E-3,,Vertical Offset,0,,18.0000011E-3,-632.000029087E-3,,Vertical Offset,0,,18.0000011E-3,-118.4000015,
Horizontal Units,s,,20.0000014E-3,-3.11999989,,Horizontal Units,s,,20.0000014E-3,-432.000011206E-3,,Horizontal Units,s,,20.0000014E-3,-632.000029087E-3,,Horizontal Units,s,,20.0000014E-3,-118.4000015,
Horizontal Scale,500.000023749E-3,,22.00000174E-3,-3.11999989,,Horizontal Scale,500.000023749E-3,,22.00000174E-3,-432.000011206E-3,,Horizontal Scale,500.000023749E-3,,22.00000174E-3,-632.000029087E-3,,Horizontal Scale,500.000023749E-3,,22.00000174E-3,-118.4000015,
Pt Fmt,Y,,24.00000021E-3,-3.11999989,,Pt Fmt,Y,,24.00000021E-3,-432.000011206E-3,,Pt Fmt,Y,,24.00000021E-3,-632.000029087E-3,,Pt Fmt,Y,,24.00000021E-3,-118.4000015,
Yzero,-2.0000000,,26.00000054E-3,-3.11999989,,Yzero,-2.96000000,,26.00000054E-3,-432.000011206E-3,,Yzero,-1.9600000,,26.00000054E-3,-632.000029087E-3,,Yzero,800.000000000E-3,,26.00000054E-3,-118.4000015,
Probe Atten,10.0000000,,28.00000086E-3,-3.11999989,,Probe Atten,10.0000000,,28.00000086E-3,-432.000011206E-3,,Probe Atten,10.0000000,,28.00000086E-3,-632.000029087E-3,,Probe Atten,10.0000000,,28.00000086E-3,-118.4000015,
,,,30.00000119E-3,-3.11999989,,,,,30.00000119E-3,-432.000011206E-3,,,,,30.00000119E-3,-632.000029087E-3,,,,,30.00000119E-3,-118.4000015,
