Record Length	2500	Points	0,09404	0,016		Record Length	2500	Points	0,09404	44	
Sample Interval	4e-006	s	0,094044	0,016		Sample Interval	4e-006	s	0,094044	42	
Trigger Point	-23509,999797	Samples	0,094048	0,024		Trigger Point	-23509,999797	Samples	0,094048	42	
			0,094052	0,032					0,094052	44	
			0,094056	0,032					0,094056	44	
			0,09406	0,024					0,09406	42	
Source	CH2		0,094064	0,032		Source	CH4		0,094064	42	
Vertical Units	Volts		0,094068	0,032		Vertical Units	Volts		0,094068	44	
Vertical Scale	200.00000950E-3		0,094072	0,032		Vertical Scale	50.00000000		0,094072	44	
Vertical Offset	0		0,094076	0,032		Vertical Offset	0		0,094076	44	
Horizontal Units	s		0,09408	0,032		Horizontal Units	s		0,09408	42	
Horizontal Scale	1.000000E-3		0,094084	0,032		Horizontal Scale	1.000000E-3		0,094084	44	
Pt Fmt	Y		0,094088	0,032		Pt Fmt	Y		0,094088	42	
Yzero	-1.1200000		0,094092	0,024		Yzero	0.0		0,094092	42	
Probe Atten	10,000000		0,094096	0,032		Probe Atten	10,000000		0,094096	42	
			0,0941	0,032					0,0941	42	
Note	TBS 1104 - 3:17:40 PM   8/13/2018		0,094104	0,032		Note	TBS 1104 - 3:17:40 PM   8/13/2018		0,094104	42	
			0,094108	0,032					0,094108	42	
			0,094112	0,04					0,094112	42	
			0,094116	0,032					0,094116	42	
			0,09412	0,032					0,09412	42	
			0,094124	0,04					0,094124	42	
			0,094128	0,032					0,094128	42	
			0,094132	0,032					0,094132	42	
			0,094136	0,04					0,094136	42	
			0,09414	0,032					0,09414	42	
			0,094144	0,032					0,094144	42	
			0,094148	0,032					0,094148	42	
			0,094152	0,032					0,094152	42	
			0,094156	0,032					0,094156	42	
			0,09416	0,04					0,09416	42	
			0,094164	0,04					0,094164	42	
			0,094168	0,04					0,094168	42	
			0,094172	0,04					0,094172	42	
			0,094176	0,04					0,094176	42	
			0,09418	0,032					0,09418	42	
			0,094184	0,032					0,094184	42	
			0,094188	0,04					0,094188	42	
			0,094192	0,04					0,094192	42	
			0,094196	0,048					0,094196	42	
			0,0942	0,04					0,0942	40	
			0,094204	0,056					0,094204	42	
			0,094208	0,048					0,094208	42	
			0,094212	0,048					0,094212	42	
			0,094216	0,048					0,094216	42	
			0,09422	0,056					0,09422	42	
			0,094224	0,048					0,094224	42	
			0,094228	0,048					0,094228	42	
			0,094232	0,056					0,094232	40	
			0,094236	0,056					0,094236	42	
			0,09424	0,056					0,09424	42	
			0,094244	0,056					0,094244	42	
			0,094248	0,056					0,094248	42	
			0,094252	0,056					0,094252	42	
			0,094256	0,064					0,094256	40	
			0,09426	0,056					0,09426	42	
			0,094264	0,064					0,094264	42	
			0,094268	0,056					0,094268	42	
			0,094272	0,064					0,094272	42	
			0,094276	0,072					0,094276	42	
			0,09428	0,072					0,09428	42	
			0,094284	0,072					0,094284	42	
			0,094288	0,072					0,094288	42	
			0,094292	0,072					0,094292	42	
			0,094296	0,072					0,094296	40	
			0,0943	0,08					0,0943	42	
			0,094304	0,088					0,094304	42	
			0,094308	0,088					0,094308	42	
			0,094312	0,08					0,094312	42	
			0,094316	0,096					0,094316	42	
			0,09432	0,096					0,09432	42	
			0,094324	0,088					0,094324	42	
			0,094328	0,096					0,094328	42	
			0,094332	0,096					0,094332	42	
			0,094336	0,104					0,094336	42	
			0,09434	0,112					0,09434	40	
			0,094344	0,112					0,094344	42	
			0,094348	0,112					0,094348	42	
			0,094352	0,128					0,094352	42	
			0,094356	0,128					0,094356	42	
			0,09436	0,128					0,09436	42	
			0,094364	0,128					0,094364	40	
			0,094368	0,136					0,094368	40	
			0,094372	0,128					0,094372	40	
			0,094376	0,144					0,094376	40	
			0,09438	0,136					0,09438	42	
			0,094384	0,136					0,094384	42	
			0,094388	0,144					0,094388	40	
			0,094392	0,152					0,094392	40	
			0,094396	0,16					0,094396	40	
			0,0944	0,168					0,0944	40	
			0,094404	0,184					0,094404	42	
			0,094408	0,184					0,094408	40	
			0,094412	0,184					0,094412	40	
			0,094416	0,208					0,094416	40	
			0,09442	0,2					0,09442	40	
			0,094424	0,208					0,094424	40	
			0,094428	0,216					0,094428	40	
			0,094432	0,232					0,094432	40	
			0,094436	0,24					0,094436	40	
			0,09444	0,256					0,09444	40	
			0,094444	0,264					0,094444	40	
			0,094448	0,28					0,094448	40	
			0,094452	0,288					0,094452	40	
			0,094456	0,272					0,094456	40	
			0,09446	0,296					0,09446	40	
			0,094464	0,32					0,094464	40	
			0,094468	0,32					0,094468	40	
			0,094472	0,328					0,094472	40	
			0,094476	0,352					0,094476	40	
			0,09448	0,36					0,09448	40	
			0,094484	0,376					0,094484	40	
			0,094488	0,384					0,094488	40	
			0,094492	0,376					0,094492	40	
			0,094496	0,392					0,094496	40	
			0,0945	0,416					0,0945	40	
			0,094504	0,448					0,094504	40	
			0,094508	0,456					0,094508	40	
			0,094512	0,488					0,094512	40	
			0,094516	0,488					0,094516	40	
			0,09452	0,52					0,09452	40	
			0,094524	0,512					0,094524	40	
			0,094528	0,528					0,094528	40	
			0,094532	0,528					0,094532	40	
			0,094536	0,528					0,094536	40	
			0,09454	0,528					0,09454	40	
			0,094544	0,56					0,094544	40	
			0,094548	0,568					0,094548	40	
			0,094552	0,592					0,094552	40	
			0,094556	0,608					0,094556	38	
			0,09456	0,592					0,09456	40	
			0,094564	0,608					0,094564	40	
			0,094568	0,624					0,094568	40	
			0,094572	0,632					0,094572	40	
			0,094576	0,64					0,094576	38	
			0,09458	0,624					0,09458	40	
			0,094584	0,616					0,094584	40	
			0,094588	0,648					0,094588	38	
			0,094592	0,648					0,094592	40	
			0,094596	0,648					0,094596	40	
			0,0946	0,656					0,0946	38	
			0,094604	0,656					0,094604	40	
			0,094608	0,672					0,094608	38	
			0,094612	0,68					0,094612	40	
			0,094616	0,672					0,094616	40	
			0,09462	0,672					0,09462	40	
			0,094624	0,672					0,094624	40	
			0,094628	0,696					0,094628	38	
			0,094632	0,688					0,094632	38	
			0,094636	0,68					0,094636	40	
			0,09464	0,672					0,09464	40	
			0,094644	0,664					0,094644	38	
			0,094648	0,656					0,094648	38	
			0,094652	0,656					0,094652	38	
			0,094656	0,664					0,094656	38	
			0,09466	0,656					0,09466	38	
			0,094664	0,656					0,094664	38	
			0,094668	0,64					0,094668	38	
			0,094672	0,632					0,094672	38	
			0,094676	0,616					0,094676	38	
			0,09468	0,6					0,09468	40	
			0,094684	0,616					0,094684	38	
			0,094688	0,616					0,094688	40	
			0,094692	0,616					0,094692	38	
			0,094696	0,592					0,094696	38	
			0,0947	0,56					0,0947	38	
			0,094704	0,56					0,094704	38	
			0,094708	0,52					0,094708	38	
			0,094712	0,512					0,094712	38	
			0,094716	0,488					0,094716	38	
			0,09472	0,48					0,09472	40	
			0,094724	0,488					0,094724	38	
			0,094728	0,48					0,094728	38	
			0,094732	0,472					0,094732	38	
			0,094736	0,464					0,094736	38	
			0,09474	0,464					0,09474	38	
			0,094744	0,456					0,094744	38	
			0,094748	0,44					0,094748	38	
			0,094752	0,44					0,094752	38	
			0,094756	0,416					0,094756	40	
			0,09476	0,408					0,09476	38	
			0,094764	0,4					0,094764	38	
