Record Length	2500	Points	0	0,016	
Sample Interval	0,001	s	0,001	0,008	
Trigger Point	0,000000	Samples	0,002	0,016	
			0,003	0,008	
			0,004	0,016	
			0,005	0,008	
Source	CH2		0,006	0,008	
Vertical Units	Volts		0,007	0	
Vertical Scale	200.00000950E-3		0,008	0,024	
Vertical Offset	0		0,009	0,024	
Horizontal Units	s		0,01	0,032	
Horizontal Scale	250.00001187E-3		0,011	0,04	
Pt Fmt	Y		0,012	0,04	
Yzero	-1.1200000		0,013	0,048	
Probe Atten	10,000000		0,014	0,056	
			0,015	0,056	
Note	TBS 1104 - 4:28:00 PM   8/13/2018		0,016	0,056	
			0,017	0,032	
			0,018	0,032	
			0,019	0,024	
			0,02	0,032	
			0,021	0,008	
			0,022	0,008	
			0,023	0,016	
			0,024	0,008	
			0,025	0,008	
			0,026	0,008	
			0,027	0,008	
			0,028	0,008	
			0,029	0,008	
			0,03	0	
			0,031	0,008	
			0,032	0,008	
			0,033	0,008	
			0,034	0,008	
			0,035	0,008	
			0,036	0,008	
			0,037	-0,008	
			0,038	0,008	
			0,039	0	
			0,04	0,008	
			0,041	0,008	
			0,042	0,008	
			0,043	0	
			0,044	0,008	
			0,045	0,008	
			0,046	0	
			0,047	0	
			0,048	0,008	
			0,049	0	
			0,05	0,008	
			0,051	0	
			0,052	0,008	
			0,053	-0,008	
			0,054	0,008	
			0,055	0,008	
			0,056	0,008	
			0,057	0	
			0,058	0,008	
			0,059	0,008	
			0,06	0,008	
			0,061	0,008	
			0,062	0,008	
			0,063	0	
			0,064	0,016	
			0,065	0,008	
			0,066	0,008	
			0,067	0,008	
			0,068	0,008	
			0,069	0,016	
			0,07	0,016	
			0,071	0	
			0,072	0,032	
			0,073	0,008	
			0,074	0,016	
			0,075	0,008	
			0,076	0,008	
			0,077	0,016	
			0,078	0,016	
			0,079	0,016	
			0,08	0,016	
			0,081	0,016	
			0,082	0,016	
			0,083	0,016	
			0,084	0,016	
			0,085	0,016	
			0,086	0,032	
			0,087	0,016	
			0,088	0,032	
			0,089	0,032	
			0,09	0,04	
			0,091	0,04	
			0,092	0,04	
			0,093	0,056	
			0,094	0,056	
			0,095	0,064	
			0,096	0,072	
			0,097	0,08	
			0,098	0,096	
			0,099	0,088	
			0,1	0,112	
			0,101	0,128	
			0,102	-0,8	
			0,103	-0,8	
			0,104	-0,8	
			0,105	-0,8	
			0,106	-0,8	
			0,107	-0,8	
			0,108	-0,8	
			0,109	-0,8	
			0,11	-0,8	
			0,111	-0,8	
			0,112	-0,8	
			0,113	-0,8	
			0,114	-0,8	
			0,115	-0,8	
			0,116	-0,8	
			0,117	-0,8	
			0,118	-0,8	
			0,119	-0,8	
			0,12	-0,8	
			0,121	-0,8	
			0,122	-0,8	
			0,123	-0,8	
			0,124	-0,8	
			0,125	-0,8	
			0,126	-0,8	
			0,127	-0,8	
			0,128	-0,8	
			0,129	-0,8	
			0,13	-0,8	
			0,131	-0,8	
			0,132	-0,8	
			0,133	-0,8	
			0,134	-0,8	
			0,135	-0,8	
			0,136	-0,8	
			0,137	-0,8	
			0,138	-0,8	
			0,139	-0,8	
			0,14	-0,8	
			0,141	-0,8	
			0,142	-0,8	
			0,143	-0,8	
			0,144	-0,8	
			0,145	-0,8	
			0,146	-0,8	
			0,147	-0,8	
			0,148	-0,8	
			0,149	-0,8	
			0,15	-0,8	
			0,151	-0,8	
			0,152	-0,8	
			0,153	-0,8	
			0,154	-0,8	
			0,155	-0,8	
			0,156	-0,8	
			0,157	-0,8	
			0,158	-0,8	
			0,159	-0,8	
			0,16	-0,8	
			0,161	-0,8	
			0,162	-0,8	
			0,163	-0,8	
			0,164	-0,8	
			0,165	-0,8	
			0,166	-0,8	
			0,167	-0,8	
			0,168	-0,8	
			0,169	-0,8	
			0,17	-0,8	
			0,171	-0,8	
			0,172	-0,8	
			0,173	-0,8	
			0,174	-0,8	
			0,175	-0,8	
			0,176	-0,8	
			0,177	-0,8	
			0,178	-0,8	
			0,179	-0,8	
			0,18	-0,8	
			0,181	-0,8	
			0,182	-0,8	
			0,183	-0,8	
			0,184	-0,8	
			0,185	-0,8	
			0,186	-0,8	
			0,187	-0,8	
			0,188	-0,8	
			0,189	-0,8	
			0,19	-0,8	
			0,191	-0,8	
			0,192	-0,8	
			0,193	-0,8	
			0,194	-0,8	
			0,195	-0,8	
			0,196	-0,8	
			0,197	-0,8	
			0,198	-0,8	
			0,199	-0,8	
			0,2	-0,8	
			0,201	-0,8	
			0,202	-0,8	
			0,203	-0,8	
			0,204	-0,8	
			0,205	-0,8	
			0,206	-0,8	
			0,207	-0,8	
			0,208	-0,8	
			0,209	-0,8	
			0,21	-0,8	
			0,211	-0,8	
			0,212	-0,8	
			0,213	-0,8	
			0,214	-0,8	
			0,215	-0,8	
			0,216	-0,8	
			0,217	-0,8	
			0,218	-0,8	
			0,219	-0,8	
			0,22	-0,8	
			0,221	-0,8	
			0,222	-0,8	
			0,223	-0,8	
			0,224	-0,8	
			0,225	-0,8	
			0,226	-0,8	
			0,227	-0,8	
			0,228	-0,8	
			0,229	-0,8	
			0,23	-0,8	
			0,231	-0,8	
			0,232	-0,8	
			0,233	-0,8	
			0,234	-0,8	
			0,235	-0,8	
			0,236	-0,8	
			0,237	-0,8	
			0,238	-0,8	
			0,239	-0,8	
			0,24	-0,8	
			0,241	-0,8	
			0,242	-0,8	
			0,243	-0,8	
			0,244	-0,8	
			0,245	-0,8	
			0,246	-0,8	
			0,247	-0,8	
			0,248	-0,8	
			0,249	-0,8	
			0,25	-0,8	
			0,251	-0,8	
			0,252	-0,8	
			0,253	-0,8	
			0,254	-0,8	
			0,255	-0,8	
			0,256	-0,8	
			0,257	-0,8	
			0,258	-0,8	
			0,259	-0,8	
			0,26	-0,8	
			0,261	-0,8	
			0,262	-0,8	
			0,263	-0,8	
			0,264	-0,8	
			0,265	-0,8	
			0,266	-0,8	
			0,267	-0,8	
			0,268	-0,8	
			0,269	-0,8	
			0,27	-0,8	
			0,271	-0,8	
			0,272	-0,8	
			0,273	-0,8	
			0,274	-0,8	
			0,275	-0,8	
			0,276	-0,8	
			0,277	-0,8	
			0,278	-0,8	
			0,279	-0,8	
			0,28	-0,8	
			0,281	-0,8	
			0,282	-0,8	
			0,283	-0,8	
			0,284	-0,8	
			0,285	-0,8	
			0,286	-0,8	
			0,287	-0,8	
			0,288	-0,8	
			0,289	-0,8	
			0,29	-0,8	
			0,291	-0,8	
			0,292	-0,8	
			0,293	-0,8	
			0,294	-0,8	
			0,295	-0,8	
			0,296	-0,8	
			0,297	-0,8	
			0,298	-0,8	
			0,299	-0,8	
			0,3	-0,8	
			0,301	-0,8	
			0,302	-0,8	
			0,303	-0,8	
			0,304	-0,8	
			0,305	-0,8	
			0,306	-0,8	
			0,307	-0,8	
			0,308	-0,8	
			0,309	-0,8	
			0,31	-0,8	
			0,311	-0,8	
			0,312	-0,8	
			0,313	-0,8	
			0,314	-0,8	
			0,315	-0,8	
			0,316	-0,8	
			0,317	-0,8	
			0,318	-0,8	
			0,319	-0,8	
			0,32	-0,8	
			0,321	-0,8	
			0,322	-0,8	
			0,323	-0,8	
			0,324	-0,8	
			0,325	-0,8	
			0,326	-0,8	
			0,327	-0,8	
			0,328	-0,8	
			0,329	-0,8	
			0,33	-0,8	
			0,331	-0,8	
			0,332	-0,8	
			0,333	-0,8	
			0,334	-0,8	
			0,335	-0,8	
			0,336	-0,8	
			0,337	-0,8	
			0,338	-0,8	
			0,339	-0,8	
			0,34	-0,8	
			0,341	-0,8	
			0,342	-0,8	
			0,343	-0,8	
			0,344	-0,8	
			0,345	-0,8	
			0,346	-0,8	
			0,347	-0,8	
			0,348	-0,8	
			0,349	-0,8	
			0,35	-0,8	
			0,351	-0,8	
			0,352	0,008	
			0,353	0	
			0,354	0	
			0,355	0,016	
			0,356	0,008	
			0,357	0,008	
			0,358	0,008	
			0,359	0,024	
			0,36	0,016	
			0,361	0,008	
			0,362	0,016	
			0,363	0,008	
			0,364	0,016	
			0,365	0,016	
			0,366	0,024	
			0,367	0,024	
			0,368	0,024	
			0,369	0,032	
			0,37	0,024	
			0,371	0,04	
			0,372	0,048	
			0,373	0,064	
			0,374	0,072	
			0,375	0,096	
			0,376	0,152	
			0,377	0,232	
			0,378	0,336	
			0,379	0,416	
			0,38	0,528	
			0,381	0,544	
			0,382	0,504	
			0,383	0,44	
			0,384	0,336	
			0,385	0,288	
			0,386	0,24	
			0,387	0,208	
			0,388	0,176	
			0,389	0,16	
			0,39	0,104	
			0,391	0,096	
			0,392	0,08	
			0,393	0,064	
			0,394	0,056	
			0,395	0,04	
			0,396	0,04	
			0,397	0,032	
			0,398	0,032	
			0,399	0,024	
			0,4	0,032	
			0,401	0,024	
			0,402	0,032	
			0,403	0,024	
			0,404	0,024	
			0,405	0,032	
			0,406	0,032	
			0,407	0,032	
			0,408	0,032	
			0,409	0,024	
			0,41	0,016	
			0,411	0,032	
			0,412	0,016	
			0,413	0,024	
			0,414	0,016	
			0,415	0,008	
			0,416	0,024	
			0,417	0,016	
			0,418	0,008	
			0,419	0,008	
			0,42	0,024	
			0,421	0,008	
			0,422	0,008	
			0,423	0,016	
			0,424	0,008	
			0,425	0,008	
			0,426	0,008	
			0,427	0,008	
			0,428	-0,008	
			0,429	0	
			0,43	0	
			0,431	0,008	
			0,432	0,008	
			0,433	0,008	
			0,434	0	
			0,435	0,008	
			0,436	0,008	
			0,437	0	
			0,438	0,008	
			0,439	0,016	
			0,44	0	
			0,441	0	
			0,442	0	
			0,443	0	
			0,444	0,008	
			0,445	0,008	
			0,446	0,008	
			0,447	0	
			0,448	0,008	
			0,449	0	
			0,45	0,008	
			0,451	0,016	
			0,452	0,008	
			0,453	0,016	
			0,454	0,008	
			0,455	0,008	
			0,456	0,016	
			0,457	0,008	
			0,458	0,008	
			0,459	0,008	
			0,46	0,008	
			0,461	0,016	
			0,462	0,024	
			0,463	0,016	
			0,464	0,024	
			0,465	0,032	
			0,466	0,04	
			0,467	0,048	
			0,468	0,08	
			0,469	0,112	
			0,47	0,184	
			0,471	0,232	
			0,472	0,352	
			0,473	0,392	
			0,474	0,36	
			0,475	0,304	
			0,476	0,232	
			0,477	0,192	
			0,478	0,16	
			0,479	0,136	
			0,48	0,104	
			0,481	0,08	
			0,482	0,072	
			0,483	0,04	
			0,484	0,048	
			0,485	0,032	
			0,486	0,032	
			0,487	0,024	
			0,488	0,024	
			0,489	0,016	
			0,49	0,024	
			0,491	0,024	
			0,492	0,024	
			0,493	0,024	
			0,494	0,024	
			0,495	0,024	
			0,496	0,008	
			0,497	0,016	
			0,498	0,008	
			0,499	0,016	
			0,5	0,016	
			0,501	0,008	
			0,502	0,016	
			0,503	0	
			0,504	0	
			0,505	0,008	
			0,506	0	
			0,507	0,008	
			0,508	0,008	
			0,509	0,008	
			0,51	0,008	
			0,511	0	
			0,512	0,008	
			0,513	0	
			0,514	0,008	
			0,515	0,008	
			0,516	0,008	
			0,517	0	
			0,518	-0,008	
			0,519	0,008	
			0,52	0,008	
			0,521	0,008	
			0,522	0,008	
			0,523	0,008	
			0,524	0	
			0,525	0,016	
			0,526	0,016	
			0,527	0,008	
			0,528	0,008	
			0,529	0,016	
			0,53	0,008	
			0,531	0	
			0,532	0,016	
			0,533	0,016	
			0,534	0,016	
			0,535	0,024	
			0,536	0,032	
			0,537	0,048	
			0,538	0,088	
			0,539	0,136	
			0,54	0,176	
			0,541	0,24	
			0,542	0,264	
			0,543	0,216	
			0,544	0,168	
			0,545	0,136	
			0,546	-0,008	
			0,547	0	
			0,548	0	
			0,549	0	
			0,55	0	
			0,551	0,008	
			0,552	0	
			0,553	0,008	
			0,554	0,008	
			0,555	0	
			0,556	0	
			0,557	0,008	
			0,558	0,008	
			0,559	0	
			0,56	0,016	
			0,561	0,008	
			0,562	0,008	
			0,563	0,008	
			0,564	0,008	
			0,565	0,016	
			0,566	0,008	
			0,567	0,016	
			0,568	0,016	
			0,569	0,008	
			0,57	0,008	
			0,571	0,008	
			0,572	0,008	
			0,573	0,016	
			0,574	0,008	
			0,575	0,008	
			0,576	0,008	
			0,577	0,008	
			0,578	0,008	
			0,579	0,016	
			0,58	0,008	
			0,581	0,016	
			0,582	0,008	
			0,583	0,024	
			0,584	0,016	
			0,585	0,024	
			0,586	0,032	
			0,587	0,032	
			0,588	0,032	
			0,589	0,048	
			0,59	0,04	
			0,591	0,056	
			0,592	0,064	
			0,593	0,08	
