Record Length,2500,Points,93.559995294E-3,60.000002384E-3,,Record Length,2500,Points,93.559995294E-3,46.00000000,
Sample Interval,3.99999999E-6,s,93.563996255E-3,68.000003695E-3,,Sample Interval,3.99999999E-6,s,93.563996255E-3,46.00000000,
Trigger Point,-23.38999999E3,Samples,93.567997217E-3,60.000002384E-3,,Trigger Point,-23.38999999E3,Samples,93.567997217E-3,46.00000000,
,,,93.571998179E-3,72.000004351E-3,,,,,93.571998179E-3,46.00000000,
,,,93.575991690E-3,68.000003695E-3,,,,,93.575991690E-3,46.00000000,
,,,93.579992652E-3,68.000003695E-3,,,,,93.579992652E-3,46.00000000,
Source,CH2,,93.583993614E-3,68.000003695E-3,,Source,CH4,,93.583993614E-3,46.00000000,
Vertical Units,Volts,,93.587994576E-3,72.000004351E-3,,Vertical Units,Volts,,93.587994576E-3,46.00000000,
Vertical Scale,100.0000047E-3,,93.591995537E-3,72.000004351E-3,,Vertical Scale,50.00000000,,93.591995537E-3,46.00000000,
Vertical Offset,0,,93.595996499E-3,72.000004351E-3,,Vertical Offset,0,,93.595996499E-3,46.00000000,
Horizontal Units,s,,93.599997461E-3,76.000005007E-3,,Horizontal Units,s,,93.599997461E-3,44.00000000,
Horizontal Scale,1.000000E-3,,93.603998423E-3,80.000005662E-3,,Horizontal Scale,1.000000E-3,,93.603998423E-3,44.00000000,
Pt Fmt,Y,,93.607991934E-3,84.000006318E-3,,Pt Fmt,Y,,93.607991934E-3,46.00000000,
Yzero,-1.1200000,,93.611992896E-3,80.000005662E-3,,Yzero,0.0,,93.611992896E-3,46.00000000,
Probe Atten,10.0000000,,93.615993857E-3,84.000006318E-3,,Probe Atten,10.0000000,,93.615993857E-3,46.00000000,
,,,93.619994819E-3,80.000005662E-3,,,,,93.619994819E-3,46.00000000,
Note,TBS 1104 - 3:26:08 PM   8/13/2018,,93.623995781E-3,88.000006974E-3,,Note,TBS 1104 - 3:26:08 PM   8/13/2018,,93.623995781E-3,46.00000000,
,,,93.627996743E-3,80.000005662E-3,,,,,93.627996743E-3,46.00000000,
,,,93.631997705E-3,92.000007629E-3,,,,,93.631997705E-3,46.00000000,
,,,93.635998666E-3,96.000000834E-3,,,,,93.635998666E-3,46.00000000,
,,,93.639992177E-3,88.000006974E-3,,,,,93.639992177E-3,44.00000000,
,,,93.643993139E-3,92.000007629E-3,,,,,93.643993139E-3,44.00000000,
,,,93.647994101E-3,96.000000834E-3,,,,,93.647994101E-3,46.00000000,
,,,93.651995063E-3,104.0000021E-3,,,,,93.651995063E-3,44.00000000,
,,,93.655996025E-3,100.0000015E-3,,,,,93.655996025E-3,46.00000000,
,,,93.659996986E-3,96.000000834E-3,,,,,93.659996986E-3,46.00000000,
,,,93.663997948E-3,100.0000015E-3,,,,,93.663997948E-3,46.00000000,
,,,93.667998910E-3,100.0000015E-3,,,,,93.667998910E-3,44.00000000,
,,,93.671992421E-3,108.0000028E-3,,,,,93.671992421E-3,46.00000000,
,,,93.675993383E-3,104.0000021E-3,,,,,93.675993383E-3,44.00000000,
,,,93.679994345E-3,100.0000015E-3,,,,,93.679994345E-3,44.00000000,
,,,93.683995306E-3,116.0000041E-3,,,,,93.683995306E-3,44.00000000,
,,,93.687996268E-3,108.0000028E-3,,,,,93.687996268E-3,44.00000000,
,,,93.691997230E-3,108.0000028E-3,,,,,93.691997230E-3,44.00000000,
,,,93.695998192E-3,108.0000028E-3,,,,,93.695998192E-3,44.00000000,
,,,93.699991703E-3,108.0000028E-3,,,,,93.699991703E-3,46.00000000,
,,,93.703992665E-3,112.0000035E-3,,,,,93.703992665E-3,44.00000000,
,,,93.707993627E-3,120.0000048E-3,,,,,93.707993627E-3,46.00000000,
,,,93.711994588E-3,116.0000041E-3,,,,,93.711994588E-3,46.00000000,
,,,93.715995550E-3,120.0000048E-3,,,,,93.715995550E-3,44.00000000,
,,,93.719996512E-3,124.0000054E-3,,,,,93.719996512E-3,44.00000000,
,,,93.723997474E-3,124.0000054E-3,,,,,93.723997474E-3,46.00000000,
,,,93.727998435E-3,136.0000074E-3,,,,,93.727998435E-3,44.00000000,
,,,93.731991947E-3,136.0000074E-3,,,,,93.731991947E-3,44.00000000,
,,,93.735992908E-3,140.0000006E-3,,,,,93.735992908E-3,46.00000000,
,,,93.739993870E-3,140.0000006E-3,,,,,93.739993870E-3,44.00000000,
,,,93.743994832E-3,136.0000074E-3,,,,,93.743994832E-3,44.00000000,
,,,93.747995794E-3,136.0000074E-3,,,,,93.747995794E-3,44.00000000,
,,,93.751996756E-3,156.00000322E-3,,,,,93.751996756E-3,44.00000000,
,,,93.755997717E-3,152.00001001E-3,,,,,93.755997717E-3,44.00000000,
,,,93.759998679E-3,152.00001001E-3,,,,,93.759998679E-3,44.00000000,
,,,93.763992190E-3,144.0000087E-3,,,,,93.763992190E-3,44.00000000,
,,,93.767993152E-3,156.00000322E-3,,,,,93.767993152E-3,44.00000000,
,,,93.771994114E-3,164.00000453E-3,,,,,93.771994114E-3,44.00000000,
,,,93.775995076E-3,160.00001132E-3,,,,,93.775995076E-3,44.00000000,
,,,93.779996037E-3,176.00001395E-3,,,,,93.779996037E-3,44.00000000,
,,,93.783996999E-3,176.00001395E-3,,,,,93.783996999E-3,44.00000000,
,,,93.787997961E-3,180.00000715E-3,,,,,93.787997961E-3,44.00000000,
,,,93.791998923E-3,180.00000715E-3,,,,,93.791998923E-3,44.00000000,
,,,93.795992434E-3,188.00000846E-3,,,,,93.795992434E-3,44.00000000,
,,,93.799993396E-3,176.00001395E-3,,,,,93.799993396E-3,44.00000000,
,,,93.803994358E-3,192.00000167E-3,,,,,93.803994358E-3,44.00000000,
,,,93.807995319E-3,200.00000298E-3,,,,,93.807995319E-3,44.00000000,
,,,93.811996281E-3,208.00000429E-3,,,,,93.811996281E-3,44.00000000,
,,,93.815997243E-3,208.00000429E-3,,,,,93.815997243E-3,44.00000000,
,,,93.819998205E-3,196.00000978E-3,,,,,93.819998205E-3,44.00000000,
,,,93.823991716E-3,204.00001109E-3,,,,,93.823991716E-3,44.00000000,
,,,93.827992678E-3,220.00001371E-3,,,,,93.827992678E-3,44.00000000,
,,,93.831993639E-3,220.00001371E-3,,,,,93.831993639E-3,44.00000000,
,,,93.835994601E-3,216.00000560E-3,,,,,93.835994601E-3,44.00000000,
,,,93.839995563E-3,224.00000691E-3,,,,,93.839995563E-3,44.00000000,
,,,93.843996525E-3,228.00001502E-3,,,,,93.843996525E-3,44.00000000,
,,,93.847997487E-3,232.00000823E-3,,,,,93.847997487E-3,44.00000000,
,,,93.851998448E-3,248.00001085E-3,,,,,93.851998448E-3,44.00000000,
,,,93.855991960E-3,240.00000954E-3,,,,,93.855991960E-3,44.00000000,
,,,93.859992921E-3,252.00000405E-3,,,,,93.859992921E-3,44.00000000,
,,,93.863993883E-3,268.00000668E-3,,,,,93.863993883E-3,44.00000000,
,,,93.867994845E-3,272.00001478E-3,,,,,93.867994845E-3,44.00000000,
,,,93.871995807E-3,268.00000668E-3,,,,,93.871995807E-3,44.00000000,
,,,93.875996768E-3,260.00002027E-3,,,,,93.875996768E-3,44.00000000,
,,,93.879997730E-3,263.99999857E-3,,,,,93.879997730E-3,44.00000000,
,,,93.883998692E-3,276.00002289E-3,,,,,93.883998692E-3,44.00000000,
,,,93.887992203E-3,263.99999857E-3,,,,,93.887992203E-3,44.00000000,
,,,93.891993165E-3,268.00000668E-3,,,,,93.891993165E-3,44.00000000,
,,,93.895994127E-3,276.00002289E-3,,,,,93.895994127E-3,44.00000000,
,,,93.899995089E-3,272.00001478E-3,,,,,93.899995089E-3,44.00000000,
,,,93.903996050E-3,292.00002551E-3,,,,,93.903996050E-3,44.00000000,
,,,93.907997012E-3,276.00002289E-3,,,,,93.907997012E-3,44.00000000,
,,,93.911997974E-3,276.00002289E-3,,,,,93.911997974E-3,44.00000000,
,,,93.915998936E-3,292.00002551E-3,,,,,93.915998936E-3,44.00000000,
,,,93.919992447E-3,280.00000119E-3,,,,,93.919992447E-3,44.00000000,
,,,93.923993409E-3,288.00001740E-3,,,,,93.923993409E-3,44.00000000,
,,,93.927994370E-3,288.00001740E-3,,,,,93.927994370E-3,44.00000000,
,,,93.931995332E-3,288.00001740E-3,,,,,93.931995332E-3,44.00000000,
,,,93.935996294E-3,296.00000381E-3,,,,,93.935996294E-3,42.00000000,
,,,93.939997256E-3,292.00002551E-3,,,,,93.939997256E-3,44.00000000,
,,,93.943998218E-3,288.00001740E-3,,,,,93.943998218E-3,44.00000000,
,,,93.947991729E-3,300.00001192E-3,,,,,93.947991729E-3,44.00000000,
,,,93.951992691E-3,288.00001740E-3,,,,,93.951992691E-3,44.00000000,
,,,93.955993652E-3,300.00001192E-3,,,,,93.955993652E-3,44.00000000,
,,,93.959994614E-3,292.00002551E-3,,,,,93.959994614E-3,44.00000000,
,,,93.963995576E-3,292.00002551E-3,,,,,93.963995576E-3,44.00000000,
,,,93.967996538E-3,288.00001740E-3,,,,,93.967996538E-3,44.00000000,
,,,93.971997499E-3,300.00001192E-3,,,,,93.971997499E-3,44.00000000,
,,,93.975998461E-3,296.00000381E-3,,,,,93.975998461E-3,44.00000000,
,,,93.979991972E-3,288.00001740E-3,,,,,93.979991972E-3,44.00000000,
,,,93.983992934E-3,292.00002551E-3,,,,,93.983992934E-3,42.00000000,
,,,93.987993896E-3,288.00001740E-3,,,,,93.987993896E-3,44.00000000,
,,,93.991994858E-3,304.00002003E-3,,,,,93.991994858E-3,44.00000000,
,,,93.995995820E-3,296.00000381E-3,,,,,93.995995820E-3,44.00000000,
,,,93.999996781E-3,288.00001740E-3,,,,,93.999996781E-3,44.00000000,
,,,94.003997743E-3,284.00000930E-3,,,,,94.003997743E-3,44.00000000,
,,,94.007998705E-3,284.00000930E-3,,,,,94.007998705E-3,44.00000000,
,,,94.011992216E-3,284.00000930E-3,,,,,94.011992216E-3,42.00000000,
