Record Length,2500,Points,94.039998949E-3,16.0000008E-3,,Record Length,2500,Points,94.039998949E-3,44.00000000,
Sample Interval,3.99999999E-6,s,94.043999910E-3,16.0000008E-3,,Sample Interval,3.99999999E-6,s,94.043999910E-3,42.00000000,
Trigger Point,-23.51000091E3,Samples,94.048000872E-3,24.00000021E-3,,Trigger Point,-23.51000091E3,Samples,94.048000872E-3,42.00000000,
,,,94.052001834E-3,32.00000152E-3,,,,,94.052001834E-3,44.00000000,
,,,94.055995345E-3,32.00000152E-3,,,,,94.055995345E-3,44.00000000,
,,,94.059996307E-3,24.00000021E-3,,,,,94.059996307E-3,42.00000000,
Source,CH2,,94.063997269E-3,32.00000152E-3,,Source,CH4,,94.063997269E-3,42.00000000,
Vertical Units,Volts,,94.067998230E-3,32.00000152E-3,,Vertical Units,Volts,,94.067998230E-3,44.00000000,
Vertical Scale,200.00000950E-3,,94.071999192E-3,32.00000152E-3,,Vertical Scale,50.00000000,,94.071999192E-3,44.00000000,
Vertical Offset,0,,94.076000154E-3,32.00000152E-3,,Vertical Offset,0,,94.076000154E-3,44.00000000,
Horizontal Units,s,,94.080001116E-3,32.00000152E-3,,Horizontal Units,s,,94.080001116E-3,42.00000000,
Horizontal Scale,1.000000E-3,,94.084002078E-3,32.00000152E-3,,Horizontal Scale,1.000000E-3,,94.084002078E-3,44.00000000,
Pt Fmt,Y,,94.087995589E-3,32.00000152E-3,,Pt Fmt,Y,,94.087995589E-3,42.00000000,
Yzero,-1.1200000,,94.091996551E-3,24.00000021E-3,,Yzero,0.0,,94.091996551E-3,42.00000000,
Probe Atten,10.0000000,,94.095997512E-3,32.00000152E-3,,Probe Atten,10.0000000,,94.095997512E-3,42.00000000,
,,,94.099998474E-3,32.00000152E-3,,,,,94.099998474E-3,42.00000000,
Note,TBS 1104 - 3:17:40 PM   8/13/2018,,94.103999436E-3,32.00000152E-3,,Note,TBS 1104 - 3:17:40 PM   8/13/2018,,94.103999436E-3,42.00000000,
,,,94.108000398E-3,32.00000152E-3,,,,,94.108000398E-3,42.00000000,
,,,94.112001359E-3,40.00000283E-3,,,,,94.112001359E-3,42.00000000,
,,,94.116002321E-3,32.00000152E-3,,,,,94.116002321E-3,42.00000000,
,,,94.119995832E-3,32.00000152E-3,,,,,94.119995832E-3,42.00000000,
,,,94.123996794E-3,40.00000283E-3,,,,,94.123996794E-3,42.00000000,
,,,94.127997756E-3,32.00000152E-3,,,,,94.127997756E-3,42.00000000,
,,,94.131998718E-3,32.00000152E-3,,,,,94.131998718E-3,42.00000000,
,,,94.135999680E-3,40.00000283E-3,,,,,94.135999680E-3,42.00000000,
,,,94.140000641E-3,32.00000152E-3,,,,,94.140000641E-3,42.00000000,
,,,94.144001603E-3,32.00000152E-3,,,,,94.144001603E-3,42.00000000,
,,,94.148002565E-3,32.00000152E-3,,,,,94.148002565E-3,42.00000000,
,,,94.151996076E-3,32.00000152E-3,,,,,94.151996076E-3,42.00000000,
,,,94.155997038E-3,32.00000152E-3,,,,,94.155997038E-3,42.00000000,
,,,94.159998000E-3,40.00000283E-3,,,,,94.159998000E-3,42.00000000,
,,,94.163998961E-3,40.00000283E-3,,,,,94.163998961E-3,42.00000000,
,,,94.167999923E-3,40.00000283E-3,,,,,94.167999923E-3,42.00000000,
,,,94.172000885E-3,40.00000283E-3,,,,,94.172000885E-3,42.00000000,
,,,94.176001847E-3,40.00000283E-3,,,,,94.176001847E-3,42.00000000,
,,,94.179995358E-3,32.00000152E-3,,,,,94.179995358E-3,42.00000000,
,,,94.183996320E-3,32.00000152E-3,,,,,94.183996320E-3,42.00000000,
,,,94.187997282E-3,40.00000283E-3,,,,,94.187997282E-3,42.00000000,
,,,94.191998243E-3,40.00000283E-3,,,,,94.191998243E-3,42.00000000,
,,,94.195999205E-3,48.00000042E-3,,,,,94.195999205E-3,42.00000000,
