-30.0000000000	5.9868106967
-29.8828125000	2.2166949446
-29.7656250000	6.9903690188
-29.6484375000	3.7690518052
-29.5312500000	2.8547341545
-29.4140625000	7.0380312800
-29.2968750000	5.0258871665
-29.1796875000	4.9184279140
-29.0625000000	3.4201178294
-28.9453125000	1.7959849937
-28.8281250000	3.2097106086
-28.7109375000	3.4556753998
-28.5937500000	5.9377105750
-28.4765625000	3.9426902730
-28.3593750000	9.5626013098
-28.2421875000	5.2549350642
-28.1250000000	2.2268535781
-28.0078125000	2.9673706463
-27.8906250000	2.0496686605
-27.7734375000	2.1737427711
-27.6562500000	4.1037842005
-27.5390625000	3.3483862957
-27.4218750000	3.4633540162
-27.3046875000	6.0267388633
-27.1875000000	3.1982227767
-27.0703125000	3.9357834598
-26.9531250000	4.0052133854
-26.8359375000	4.0588164934
-26.7187500000	1.4747047538
-26.6015625000	1.7197358087
-26.4843750000	4.6943001310
-26.3671875000	6.6814151660
-26.2500000000	1.2780734171
-26.1328125000	5.0499183654
-26.0156250000	4.3337075954
-25.8984375000	1.6205632049
-25.7812500000	4.1739149198
-25.6640625000	3.9884189392
-25.5468750000	1.1444698588
-25.4296875000	3.3017733916
-25.3125000000	1.7189442303
-25.1953125000	1.3868994670
-25.0781250000	1.5823969573
-24.9609375000	2.2252447871
-24.8437500000	3.2115618379
-24.7265625000	1.7065921698
-24.6093750000	3.8255324759
-24.4921875000	5.8894080431
-24.3750000000	5.6920898982
-24.2578125000	3.0337632234
-24.1406250000	3.1330809880
-24.0234375000	4.1973092251
-23.9062500000	4.0312036915
-23.7890625000	4.2218473141
-23.6718750000	2.9509154098
-23.5546875000	0.8127345252
-23.4375000000	3.4627531040
-23.3203125000	1.1909151539
-23.2031250000	3.5370229428
-23.0859375000	2.6393846554
-22.9687500000	5.4621126607
-22.8515625000	1.1380182300
-22.7343750000	4.3201000180
-22.6171875000	4.3758280748
-22.5000000000	2.0157632693
-22.3828125000	1.0911886517
-22.2656250000	3.0665167418
-22.1484375000	2.7949318936
-22.0312500000	2.7085430090
-21.9140625000	5.4246124586
-21.7968750000	10.2034232235
-21.6796875000	2.6178346393
-21.5625000000	3.8064808900
-21.4453125000	7.8982031317
-21.3281250000	4.5693894595
-21.2109375000	5.5511877307
-21.0937500000	4.4520587575
-20.9765625000	2.3517524282
-20.8593750000	2.1351200042
-20.7421875000	3.2659689980
